"","990
034","6","4.000","16.7",".",".",".",".",".",".","50.0",".","",".",".","","33.3",".","",".",".","."
"","990
035","3","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"","990
037","2","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"","990
038","3","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"Research","Course Total","54","3.977","74.1","3.7","1.9",".",".",".",".","9.3","",".",".","",".","11.1","",".",".",".","."
"HORT
476","Dept. Total","329","3.315","38.0","14.3","22.8","5.2","10.9","2.1","1.2","3.3","",".",".","",".","1.8","",".","0.3",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"476
HORT","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","26","2.869","19.2","3.8","34.6","7.7","34.6",".",".",".","",".",".","",".",".","",".",".",".","."
"Sophomore","","38","2.856","15.8","13.2","31.6","5.3","26.3","5.3",".",".","",".",".","",".",".","",".","2.6",".","."
"Junior","","64","3.059","32.8","17.2","23.4","7.8","9.4","6.3","3.1",".","",".",".","",".",".","",".",".",".","."
"Senior","","82","3.222","40.2","17.1","20.7","6.1","12.2","1.2","1.2","1.2","",".",".","",".",".","",".",".",".","."
"Undergraduates","","210","3.048","31.0","14.8","25.2","6.7","16.7","3.3","1.4","0.5","",".",".","",".",".","",".","0.5",".","."
"Special","","10","2.571","10.0",".","40.0",".","10.0",".","10.0","20.0","",".",".","",".","10.0","",".",".",".","."
"Graduate","","109","3.762","54.1","14.7","16.5","2.8",".",".",".","7.3","",".",".","",".","4.6","",".",".",".","."
"","Dept. Total","329","3.315","38.0","14.3","22.8","5.2","10.9","2.1","1.2","3.3","",".",".","",".","1.8","",".","0.3",".","."
