"MED","","","","","","","","","","","","","","","","","","","","","","","",""
"CLINICAL LABORATORY SCIEN","Section","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"628
CLNLABSC","","","","","","","","","","","","","","","","","","","","","","","",""
"Intro to Med Tech","102
001","47","3.804","85.1",".","8.5",".","2.1","2.1",".","","2.1",".","",".",".","",".","",".","",".",".","."
"Hematology-The Red Cell","512
001","20","2.950",".","30.0","40.0","20.0","10.0",".",".","",".",".","",".",".","",".","",".","",".",".","."
"Chem-Routine Meth&Instrumnt","521
001","20","2.650",".","10.0","45.0","10.0","35.0",".",".","",".",".","",".",".","",".","",".","",".",".","."
"Clinical Bacteriology","531
001","20","2.650","10.0","5.0","25.0","25.0","35.0",".",".","",".",".","",".",".","",".","",".","",".",".","."
"Clinical Immunohematology","550
001","20","3.050","5.0","20.0","65.0",".","10.0",".",".","",".",".","",".",".","",".","",".","",".",".","."
"Clinical Lab Practice","571
001","20","3.825","65.0","35.0",".",".",".",".",".","",".",".","",".",".","",".","",".","",".",".","."
"CLNLABSC
628","Dept. Total","147","3.100","38.1","13.6","26.5","7.5","12.9","0.7","",".","0.7","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"628
CLNLABSC","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","11","3.909","90.9",".","9.1",".",".",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","18","3.833","88.9",".","5.6",".","5.6",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","7","4.000","100.0",".",".",".",".",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","110","3.016","20.0","18.2","33.6","10.0","16.4","0.9","",".","0.9","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","146","3.097","37.7","13.7","26.7","7.5","13.0","0.7","",".","0.7","",".",".","",".","",".","",".",".",".","."
"Special","","1","4.000","100.0",".",".",".",".",".","",".",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","147","3.100","38.1","13.6","26.5","7.5","12.9","0.7","",".","0.7","",".",".","",".","",".","",".",".",".","."
