"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","",""
"MUSIC-PERFORMANCE","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"664
MUS PERF","","","","","","","","","","","","","","","","","","","",""
"","101
001","","10","3.400","10.0","60.0","30.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","101
002","","8","3.500","50.0","12.5","25.0","12.5",".",".",".",".",".",".",".",".",".",".",".","."
"Beginning Class Piano","Course Total","","18","3.444","27.8","38.9","27.8","5.6",".",".",".",".",".",".",".",".",".",".",".","."
"","102
002","","9","3.333",".","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","102
003","","8","3.313","25.0","37.5","12.5","25.0",".",".",".",".",".",".",".",".",".",".",".","."
"Beginning Class Piano","Course Total","","17","3.324","11.8","52.9","23.5","11.8",".",".",".",".",".",".",".",".",".",".",".","."
"","103
001","","7","3.429","28.6","28.6","42.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"","103
002","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Elementary Class Piano","Course Total","","12","3.375","33.3","16.7","41.7","8.3",".",".",".",".",".",".",".",".",".",".",".","."
"","002
104","","7","3.571","42.9","42.9",".","14.3",".",".",".",".",".",".",".",".",".",".",".","."
"","104
004","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Intermediate Class Piano","Course Total","","12","3.417","33.3","41.7","8.3","8.3","8.3",".",".",".",".",".",".",".",".",".",".","."
"Fundamentals: Single Reeds","14
001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Intro to Performance: Voice","143
001","","18","4.000","88.9",".",".",".",".",".",".",".",".",".",".",".","5.6","5.6",".","."
"First Year Composition","147
001","","8","3.625","37.5","50.0","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","201
003","","7","3.857","71.4","28.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","201
008","","10","3.810","60.0","40.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","201
019","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","201
029","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","201
047","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","201
048","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","201
052","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","201
054","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","201
055","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","201
064","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Elem/Intmed Piano","Course Total","","37","3.697","59.5","24.3","13.5",".","2.7",".",".",".",".",".",".",".",".",".",".","."
"Elem/Intmed Organ","203
042","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","205
006","","6","3.781","50.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","205
021","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","205
031","","9","3.556","11.1","88.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","205
037","","12","3.625","50.0","25.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","205
045","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Elem/Intmed Voice","Course Total","","33","3.664","42.4","45.5","12.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Elem/Intmed Flute","207
010","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Elem/Intmed Oboe","209
059","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Elem/Intmed Clarinet","211
005","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Element/Intermed Saxophone","213
050","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Elem/Intmed Bassoon","215
032","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Elem/Intmed Horn","217
020","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Elem/Intmed Trumpet","219
063","","7","3.625","28.6","71.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Elem/Intmed Trombone","221
089","","7","3.500","14.3","71.4","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Elem/Intmed Euphonium","223
035","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Elem/Intmed Tuba","225
035","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"March 29, 2013","","","","","","","","","","","","","","","","","","","Page 254 of 370",""
