"COMPUTER SCIENCES","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"266
COMP SCI","","","","","","","","","","","","","","","","","","",""
"","110
001","24","",".",".",".",".",".",".",".",".",".","87.5","12.5",".",".",".",".","."
"","110
002","26","",".",".",".",".",".",".",".",".",".","92.3","7.7",".",".",".",".","."
"","110
003","22","",".",".",".",".",".",".",".",".",".","95.5","4.5",".",".",".",".","."
"","110
004","23","",".",".",".",".",".",".",".",".",".","60.9","39.1",".",".",".",".","."
"","110
005","19","",".",".",".",".",".",".",".",".",".","89.5","10.5",".",".",".",".","."
"","110
006","27","",".",".",".",".",".",".",".",".",".","96.3","3.7",".",".",".",".","."
"","110
007","23","",".",".",".",".",".",".",".",".",".","73.9","26.1",".",".",".",".","."
"","110
008","24","",".",".",".",".",".",".",".",".",".","83.3","16.7",".",".",".",".","."
"","110
009","24","",".",".",".",".",".",".",".",".",".","87.5","12.5",".",".",".",".","."
"","010
110","22","",".",".",".",".",".",".",".",".",".","72.7","27.3",".",".",".",".","."
"","110
011","25","",".",".",".",".",".",".",".",".",".","84.0","16.0",".",".",".",".","."
"","110
012","25","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","013
110","21","",".",".",".",".",".",".",".",".",".","85.7","14.3",".",".",".",".","."
"","110
014","24","",".",".",".",".",".",".",".",".",".","79.2","16.7",".",".",".",".","4.2"
"","015
110","24","",".",".",".",".",".",".",".",".",".","91.7","8.3",".",".",".",".","."
"","110
016","24","",".",".",".",".",".",".",".",".",".","79.2","20.8",".",".",".",".","."
"Intro Computer Programming","Course Total","377","",".",".",".",".",".",".",".",".",".","85.1","14.6",".",".",".",".","0.3"
"","132
001","226","3.023","16.8","26.1","30.1","11.1","7.1","4.9","1.8","2.2",".",".",".",".",".",".",".","."
"","132
002","205","3.059","20.0","20.0","36.1","11.2","8.3","1.5","2.4",".",".",".",".",".",".","0.5",".","."
"","132
003","231","3.530","51.5","18.2","23.4","1.3","4.8","0.4","0.4",".",".",".",".",".",".",".",".","."
"","132
004","207","3.473","42.5","22.2","27.5","4.8","2.4",".","0.5",".",".",".",".",".",".",".",".","."
"Using Computers","Course Total","869","3.275","32.9","21.6","29.1","7.0","5.6","1.7","1.3","0.6",".",".",".",".",".","0.1",".","."
"","302
001","20","2.550","15.0","20.0","30.0",".","15.0","5.0","15.0",".",".",".",".",".",".",".",".","."
"","302
002","19","2.711","15.8","21.1","21.1","15.8","10.5","10.5","5.3",".",".",".",".",".",".",".",".","."
"","302
003","18","2.750","27.8","5.6","27.8","11.1","11.1","11.1","5.6",".",".",".",".",".",".",".",".","."
"","004
302","15","2.667","20.0","20.0","20.0","6.7","13.3","13.3","6.7",".",".",".",".",".",".",".",".","."
"","302
005","18","2.472","16.7","11.1","33.3","5.6","11.1","5.6","16.7",".",".",".",".",".",".",".",".","."
"","302
006","22","2.682","22.7","27.3","22.7",".","4.5","4.5","18.2",".",".",".",".",".",".",".",".","."
"","302
007","21","2.643","4.8","23.8","28.6","19.0","14.3",".","9.5",".",".",".",".",".",".",".",".","."
"","302
008","18","2.444","16.7","11.1","16.7","22.2","11.1","11.1","11.1",".",".",".",".",".",".",".",".","."
"","302
009","21","2.975","23.8","14.3","9.5","28.6","19.0",".",".","4.8",".",".",".",".",".",".",".","."
"","302
010","19","2.722","21.1","10.5","21.1",".","31.6","10.5",".",".",".",".",".",".",".","5.3",".","."
"","302
011","24","2.875","12.5","25.0","33.3","8.3","8.3","12.5",".",".",".",".",".",".",".",".",".","."
"","302
012","20","2.700","20.0","20.0","20.0","20.0","5.0",".","15.0",".",".",".",".",".",".",".",".","."
"","302
013","19","2.368","10.5","5.3","21.1","15.8","36.8",".","10.5",".",".",".",".",".",".",".",".","."
"","302
015","21","2.571","19.0","9.5","19.0","28.6","4.8","9.5","9.5",".",".",".",".",".",".",".",".","."
"","302
016","19","2.528","21.1","10.5","10.5","15.8","15.8","15.8","5.3","5.3",".",".",".",".",".",".",".","."
"","302
017","20","2.900","30.0","5.0","25.0","15.0","20.0",".","5.0",".",".",".",".",".",".",".",".","."
"","302
019","20","2.750","20.0","20.0","25.0",".","20.0","10.0","5.0",".",".",".",".",".",".",".",".","."
"","302
020","23","3.022","13.0","39.1","26.1",".","17.4",".","4.3",".",".",".",".",".",".",".",".","."
"","021
302","19","2.500","26.3","5.3","21.1",".","21.1","21.1","5.3",".",".",".",".",".",".",".",".","."
"","302
022","22","2.750","9.1","22.7","31.8","18.2","4.5","9.1","4.5",".",".",".",".",".",".",".",".","."
"","302
024","24","3.063","37.5","12.5","16.7","16.7","4.2","12.5",".",".",".",".",".",".",".",".",".","."
"","302
025","21","2.800","19.0","9.5","19.0","19.0","23.8","4.8",".",".",".",".",".",".",".","4.8",".","."
"","302
026","23","2.283","8.7","4.3","17.4","8.7","47.8","8.7","4.3",".",".",".",".",".",".",".",".","."
"","302
030","17","2.250","11.8","5.9","29.4","5.9","17.6","5.9","17.6","5.9",".",".",".",".",".",".",".","."
"March 29, 2013","","","","","","","","","","","","","","","","","","Page 183 of 370",""
