"","999
079","2","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"","999
081","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"","999
111","2","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"Independent Work","Course Total","25","3.974","44.0","4.0",".",".",".",".",".","52.0","",".",".","",".","",".",".",".",".","."
"PHILOS
736","Dept. Total","2217","3.185","25.9","24.7","26.1","11.1","7.1","1.4","1.2","2.3","",".",".","",".","",".","0.0","0.1","0.0","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"736
PHILOS","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","411","3.029","15.6","26.3","30.4","14.6","9.5","1.9","1.7",".","",".",".","",".","",".",".",".",".","."
"Sophomore","","654","3.120","21.4","24.8","28.3","14.1","9.2","1.4","0.9",".","",".",".","",".","",".",".",".",".","."
"Junior","","569","3.203","27.4","25.0","27.2","10.0","6.7","1.8","1.4","0.2","",".",".","",".","",".","0.2","0.2",".","."
"Senior","","405","3.261","28.1","26.7","26.2","8.9","4.7","1.2","1.2","2.5","",".",".","",".","",".",".","0.5",".","."
"Undergraduates","","2039","3.150","23.2","25.5","28.0","12.0","7.7","1.6","1.3","0.5","",".",".","",".","",".","0.0","0.1",".","."
"Special","","33","3.617","42.4","27.3","6.1",".","6.1",".",".","15.2","",".",".","",".","",".",".",".","3.0","."
"Graduate","","145","3.872","60.0","13.1","3.4",".",".",".",".","23.4","",".",".","",".","",".",".",".",".","."
"","Dept. Total","2217","3.185","25.9","24.7","26.1","11.1","7.1","1.4","1.2","2.3","",".",".","",".","",".","0.0","0.1","0.0","."
