"","700
002","35","3.530","25.7","48.6","20.0",".",".",".","",".","","2.9",".","",".",".","",".","",".","","2.9",".","."
"Info Technol for Management","Course Total","75","3.603","40.0","37.3","20.0",".",".","",".","",".","1.3","",".",".","",".","",".","",".","1.3",".","."
"Computer-Based Data Mgt","722
001","19","3.632","47.4","31.6","21.1",".",".",".","",".","",".",".","",".",".","",".","",".","",".",".","."
"Anal&Dsgn:Comptr-Based Sys","724
001","1","***","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"INFO SYS
234","Dept. Total","235","3.500","33.6","35.3","25.5","1.7","0.9","",".","",".","2.1","",".",".","",".","",".","",".","0.4","0.4","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"234
INFO SYS","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","9","2.942",".","22.2","55.6","11.1","11.1","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","34","3.309","14.7","38.2","41.2","5.9",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","76","3.465","28.9","34.2","28.9","1.3","1.3","",".","",".","5.3","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","119","3.379","22.7","34.5","34.5","3.4","1.7","",".","",".","3.4","",".",".","",".","",".","",".",".",".","."
"Special","","4","3.500",".","50.0",".",".",".","",".","",".","25.0","",".",".","",".","",".","",".",".","25.0","."
"Graduate","","109","3.669","47.7","35.8","15.6",".",".","",".","",".",".","",".",".","",".","",".","",".","0.9",".","."
"Prof Yr 3","","3","3.167",".","33.3","66.7",".",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","3","3.167",".","33.3","66.7",".",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","235","3.500","33.6","35.3","25.5","1.7","0.9","",".","",".","2.1","",".",".","",".","",".","",".","0.4","0.4","."
