"GENERAL BUSINESS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"231
GEN BUS","","","","","","","","","","","","","","","","","","",""
"","198
002","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","198
004","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","198
008","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","198
011","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","198
015","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","198
017","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","198
023","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","198
028","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","198
031","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","198
039","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","198
040","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","198
051","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","198
075","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","198
085","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","198
097","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","198
112","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","198
117","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","30","",".",".",".",".",".",".",".",".",".","96.7","3.3",".",".",".",".","."
"","001
300","18","3.000","22.2","16.7","16.7","27.8","16.7",".",".",".",".",".",".",".",".",".",".","."
"","300
002","23","3.549","43.5","34.8","17.4",".","4.3",".",".",".",".",".",".",".",".",".",".","."
"","300
003","23","3.430","17.4","56.5","21.7","4.3",".",".",".",".",".",".",".",".",".",".",".","."
"","300
004","20","3.293","20.0","30.0","35.0","5.0","5.0",".",".",".",".",".",".",".",".",".",".","5.0"
"","300
005","23","3.304","17.4","39.1","30.4","13.0",".",".",".",".",".",".",".",".",".",".",".","."
"","300
006","20","3.550","50.0","10.0","40.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
007","24","3.604","37.5","45.8","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","008
300","23","3.736","52.2","43.5","4.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
009","20","3.375",".","75.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","010
300","19","3.316","26.3","26.3","36.8","5.3","5.3",".",".",".",".",".",".",".",".",".",".","."
"","300
011","19","3.026",".","47.4","42.1",".","5.3",".","5.3",".",".",".",".",".",".",".",".","."
"","300
012","19","3.421","31.6","31.6","26.3","10.5",".",".",".",".",".",".",".",".",".",".",".","."
"","300
013","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Professional Communication","Course Total","256","3.391","27.0","38.3","25.4","5.5","3.1",".","0.4",".",".",".",".",".",".",".",".","0.4"
"","301
001","136","2.737","17.6","9.6","29.4","5.9","28.7","7.4","0.7","0.7",".",".",".",".",".",".",".","."
"","301
002","197","2.908","12.7","12.7","44.2","8.6","19.3","1.5","0.5","0.5",".",".",".",".",".",".",".","."
"Business Law","Course Total","333","2.838","14.7","11.4","38.1","7.5","23.1","3.9","0.6","0.6",".",".",".",".",".",".",".","."
"","302
001","47","3.521","61.7","14.9","8.5","4.3","8.5",".","2.1",".",".",".",".",".",".",".",".","."
"","002
302","49","3.571","59.2","12.2","16.3","8.2","4.1",".",".",".",".",".",".",".",".",".",".","."
"Business Law","Course Total","96","3.547","60.4","13.5","12.5","6.3","6.3",".","1.0",".",".",".",".",".",".",".",".","."
"","001
710","30","3.817","63.3","36.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","002
710","23","3.717","52.2","39.1","8.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","710
003","26","3.904","84.6","11.5","3.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"Polit, Legal&Ethic Environs","Course Total","79","3.816","67.1","29.1","3.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","765
001","13","3.808","61.5","38.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","765
002","12","3.864","66.7","25.0",".",".",".",".",".","8.3",".",".",".",".",".",".",".","."
"","765
003","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"March 29, 2013","","","","","","","","","","","","","","","","","","","Page 50 of 373"
