"Seminar in Special Topics","901
001","6","4.000","83.3",".",".",".",".",".",".","16.7",".","",".",".","",".","",".","",".",".","."
"","990
002","2","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","990
011","1","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Research and Thesis","Course Total","3","***","","","","","","","","","","","","","","","","","","","",""
"SCAND ST
872","Dept. Total","135","3.549","48.9","20.7","17.0","4.4","0.7","0.7","0.7","3.7","",".",".","",".","",".","",".","0.7","0.7","1.5"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"872
SCAND ST","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","15","3.095","26.7","26.7","26.7","6.7","6.7",".","6.7",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","24","3.489","37.5","25.0","33.3","4.2",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","22","3.599","50.0","27.3","18.2","4.5",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","40","3.496","42.5","22.5","17.5","7.5",".","2.5",".",".","",".",".","",".","",".","",".","2.5",".","5.0"
"Undergraduates","","101","3.454","40.6","24.8","22.8","5.9","1.0","1.0","1.0",".","",".",".","",".","",".","",".","1.0",".","2.0"
"Special","","2","4.000","50.0",".",".",".",".",".",".",".","",".",".","",".","",".","",".",".","50.0","."
"Graduate","","32","3.936","75.0","9.4",".",".",".",".",".","15.6","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","135","3.549","48.9","20.7","17.0","4.4","0.7","0.7","0.7","3.7","",".",".","",".","",".","",".","0.7","0.7","1.5"
