"","990
015","2","***","","","","","","","","","",".",".","",".","",".","",".",".","."
"","990
016","1","***","","","","","","","","","",".",".","",".","",".","",".",".","."
"","990
017","1","***","","","","","","","","","",".",".","",".","",".","",".",".","."
"Research and Thesis","Course Total","11","4.000","18.2",".",".",".",".",".",".","81.8",".",".","",".","",".","",".",".",".","."
"ASTRON
188","Dept. Total","476","2.732","18.7","9.0","29.8","5.7","26.7","4.2","2.7","2.3","0.2","0.2","",".","",".","",".","0.4",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"188
ASTRON","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","199","2.684","15.6","10.1","30.7","6.5","27.6","6.0","3.0",".",".",".","",".","",".","",".","0.5",".","."
"Sophomore","","128","2.616","10.9","7.8","33.6","6.3","32.8","4.7","2.3","0.8",".",".","",".","",".","",".","0.8",".","."
"Junior","","60","2.602","10.0","6.7","31.7","10.0","33.3","1.7","5.0","1.7",".",".","",".","",".","",".",".",".","."
"Senior","","46","3.120","26.1","13.0","34.8",".","19.6","2.2",".",".","2.2","2.2","",".","",".","",".",".",".","."
"Undergraduates","","433","2.694","14.5","9.2","32.1","6.2","29.1","4.6","2.8","0.5","0.2","0.2","",".","",".","",".","0.5",".","."
"Special","","2","0.667",".",".",".",".","50.0",".","50.0",".",".",".","",".","",".","",".",".",".","."
"Graduate","","41","3.833","63.4","7.3","7.3",".",".",".",".","22.0",".",".","",".","",".","",".",".",".","."
"","Dept. Total","476","2.732","18.7","9.0","29.8","5.7","26.7","4.2","2.7","2.3","0.2","0.2","",".","",".","",".","0.4",".","."
