"","990
049","2","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"","990
050","1","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"","990
054","1","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"Research","Course Total","83","3.974","47.0","2.4",".",".",".",".",".","47.0","",".",".","",".","3.6","",".",".",".","."
"ZOOLOGY
970","Dept. Total","3349","2.973","27.3","13.0","26.6","8.0","16.2","4.0","1.7","1.9","",".","0.9","",".","0.1","",".","0.1","0.1","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"970
ZOOLOGY","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","352","2.435","11.4","8.2","25.9","11.9","29.0","9.9","3.7",".","",".",".","",".",".","",".",".",".","."
"Sophomore","","980","2.913","23.9","13.1","29.5","9.5","18.4","4.4","1.3",".","",".",".","",".",".","",".",".",".","."
"Junior","","757","2.948","25.8","11.0","29.1","9.0","18.2","3.0","1.8",".","",".","2.0","",".",".","",".","0.1",".","."
"Senior","","966","3.102","29.2","17.5","27.7","6.7","12.2","3.1","1.9",".","",".","1.3","",".",".","",".","0.2",".","0.1"
"Undergraduates","","3055","2.929","24.6","13.4","28.4","8.8","17.6","4.3","1.9",".","",".","0.9","",".",".","",".","0.1",".","0.0"
"Special","","73","3.443","53.4","8.2","23.3","1.4","6.8","1.4",".","1.4","",".",".","",".",".","",".",".","2.7","1.4"
"Graduate","","225","3.829","55.1","9.3","3.1",".","0.4","0.4",".","28.9","",".","0.4","",".","1.3","",".",".",".","0.9"
"","Dept. Total","3353","2.973","27.3","13.0","26.6","8.0","16.2","4.0","1.7","2.0","",".","0.9","",".","0.1","",".","0.1","0.1","0.1"
