"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","",""
"SCANDINAVIAN STUDIES","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"872
SCAND ST","","","","","","","","","","","","","","","","","","","",""
"First Semester Norwegian","101","001","21","3.167","23.8","33.3","23.8","9.5","4.8",".","4.8",".",".",".",".",".",".",".",".","."
"First Semester Swedish","111","001","19","3.526","36.8","36.8","21.1","5.3",".",".",".",".",".",".",".",".",".",".",".","."
"First Semester Danish","121","001","6","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Second Year Norwegian","201","001","8","3.563","37.5","37.5","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Second Year Swedish","211","001","9","3.333","55.6",".","33.3",".",".","11.1",".",".",".",".",".",".",".",".",".","."
"Second Year Danish","221","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Readings in Norwegian Lit","251","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Readings in Swedish Lit","261","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Readings in Danish Lit","271","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Scand Lit:Middle Ages-1900","373","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Finnish","403","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Old Norse","407","001","10","3.688","50.0","10.0","20.0",".",".",".",".","20.0",".",".",".",".",".",".",".","."
"Intro to Scand Linguistics","410","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Areas in Scandinavian Lit","411","003","4","***","","","","","","","","","",".",".",".",".",".",".","."
"The Woman in Scand Lit","420","001","6","3.700","33.3","50.0",".",".",".",".",".",".",".",".",".",".",".",".",".","16.7"
"Drama of August Strindberg","423","001","8","3.750","50.0","12.5","12.5",".",".",".",".","25.0",".",".",".",".",".",".",".","."
"Mythology of Scandinavia","429","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Contemp Scand:Politics&Hist","577","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Survey-Scand Lit: 1300-1500","633","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Seminar in Special Topics","901","001","6","4.000","83.3",".",".",".",".",".",".","16.7",".",".",".",".",".",".",".","."
"","990","002","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","011","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research and Thesis","","Course Total","3","***","","","","","","","","","","","","","","","",""
"SCAND ST
872","","Dept. Total","135","3.549","48.9","20.7","17.0","4.4","0.7","0.7","0.7","3.7",".",".",".",".",".","0.7","0.7","1.5"
