"","999
025","1","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"","999
035","1","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"","999
055","1","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"Independent Reading","Course Total","14","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".",".","",".",".",".","."
"ED PSYCH
315","Dept. Total","1038","3.539","53.9","20.5","13.4","4.4","4.5","1.1","0.6","1.0","",".",".","",".","0.1","",".","0.1","0.1","0.3"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"315
ED PSYCH","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","52","2.932","23.1","26.9","9.6","13.5","17.3","9.6",".",".","",".",".","",".",".","",".",".",".","."
"Sophomore","","206","3.514","49.5","27.7","13.1","3.9","3.4","1.0","1.5",".","",".",".","",".",".","",".",".",".","."
"Junior","","194","3.382","41.8","25.3","16.5","8.2","6.2","0.5","1.5",".","",".",".","",".",".","",".",".",".","."
"Senior","","202","3.404","43.6","20.8","16.8","6.9","7.4","1.5",".","3.0","",".",".","",".",".","",".",".",".","."
"Undergraduates","","654","3.394","43.3","24.8","15.0","6.9","6.6","1.7","0.9","0.9","",".",".","",".",".","",".",".",".","."
"Special","","46","3.705","54.3","28.3","8.7",".","2.2",".",".","2.2","",".",".","",".",".","",".","2.2","2.2","."
"Graduate","","337","3.804","74.5","11.3","11.0","0.3","0.9",".",".","0.9","",".",".","",".","0.3","",".",".",".","0.9"
"Prof Yr 3","","1","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".",".","",".",".",".","."
"Professionals","","1","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".",".","",".",".",".","."
"","Dept. Total","1038","3.539","53.9","20.5","13.4","4.4","4.5","1.1","0.6","1.0","",".",".","",".","0.1","",".","0.1","0.1","0.3"
