"STATISTICS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"932
STAT","","","","","","","","","","","","","","","","","","",""
"990","043","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","046","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","086","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","090","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","092","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","094","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","102","5","***","","","","","","","","","",".",".",".",".",".",".","."
"990","112","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","114","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","118","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","120","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","122","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","146","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","200","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research","Course Total","25","4.000","88.0",".",".",".",".",".",".","8.0",".",".",".","4.0",".",".",".","."
"998
Statistical Consulting","001","12","3.792","58.3","41.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"STAT
932","Dept. Total","1415","3.331","35.5","21.7","26.1","6.5","6.5","1.1","0.6","1.3",".",".",".","0.1",".","0.5","0.1","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"932
STAT","","","","","","","","","","","","","","","","","","",""
"Freshmen","","27","3.017","40.7","7.4","18.5","18.5",".","3.7","7.4",".",".",".",".",".",".","3.7",".","."
"Sophomore","","279","3.217","29.7","21.1","31.2","6.1","7.9","2.5","1.1",".",".",".",".",".",".","0.4",".","."
"Junior","","360","3.169","26.1","18.3","34.2","10.0","9.7","0.6","0.8",".",".",".",".",".",".","0.3",".","."
"Senior","","264","3.183","29.9","17.4","26.9","10.6","12.1","1.5","0.4","0.4",".",".",".",".",".","0.8",".","."
"Undergraduates","","930","3.183","28.7","18.6","30.8","9.2","9.6","1.5","1.0","0.1",".",".",".",".",".","0.5",".","."
"Special","","56","3.418","39.3","19.6","25.0","5.4","5.4",".",".","3.6",".",".",".",".",".",".","1.8","."
"Graduate","","415","3.650","48.4","29.4","16.4","0.7",".","0.2",".","3.6",".",".",".","0.2",".","0.5","0.2","0.2"
"Prof Yr 1","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 2","","1","3.000",".",".","100.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 3","","3","3.800","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 4","","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","14","3.884","85.7","7.1","7.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","Dept. Total","1415","3.331","35.5","21.7","26.1","6.5","6.5","1.1","0.6","1.3",".",".",".","0.1",".","0.5","0.1","0.1"
