"Ways of Knowing","150
001","70","3.681","62.9","15.7","14.3","4.3","1.4",".",".","",".","",".","",".",".","",".","",".","",".","1.4","."
"","375
001","25","3.820","88.0","4.0","4.0",".",".","4.0",".","",".","",".","",".",".","",".","",".","",".",".","."
"","375
002","19","4.000","100.0",".",".",".",".",".",".","",".","",".","",".",".","",".","",".","",".",".","."
"Special Topics","Course Total","44","3.898","93.2","2.3","2.3",".",".","2.3","",".","",".","",".",".","",".","",".","",".",".",".","."
"INTER-AG
494","Dept. Total","114","3.765","74.6","10.5","9.6","2.6","0.9","0.9","",".","",".","",".",".","",".","",".","",".",".","0.9","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"494
INTER-AG","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","105","3.748","73.3","11.4","10.5","2.9","1.0","1.0","",".","",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","5","4.000","100.0",".",".",".",".",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Junior","","2","4.000","100.0",".",".",".",".",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","1","4.000","100.0",".",".",".",".",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","113","3.765","75.2","10.6","9.7","2.7","0.9","0.9","",".","",".","",".",".","",".","",".","",".",".",".","."
"Special","","1","",".",".",".",".",".",".","",".","",".","",".",".","",".","",".","",".",".","100.0","."
"","Dept. Total","114","3.765","74.6","10.5","9.6","2.6","0.9","0.9","",".","",".","",".",".","",".","",".","",".",".","0.9","."
