"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","","",""
"MED","College Total","5691","3.452","45.5","16.5","21.4","2.5","6.4","0.7","0.4","5.9","",".","0.1",".","0.2","",".","0.0","0.2","0.1"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","","NW","NR","Other"
"MED","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"Freshmen","","102","2.952","32.4","5.9","36.3","5.9","17.6","1.0","1.0",".","",".",".",".",".","",".",".",".","."
"Sophomore","","261","2.763","26.1","8.4","25.7","5.7","28.0","5.0","1.1",".","",".",".",".",".","",".",".",".","."
"Junior","","506","2.993","30.0","14.4","22.3","9.3","18.2","4.0","1.0","0.4","",".",".",".",".","",".","0.2","0.2","."
"Senior","","764","3.343","35.9","22.3","24.7","6.9","7.6","0.8","1.0","0.4","",".",".",".","0.1","",".","0.1","0.1","."
"Undergraduates","","1633","3.103","32.3","16.6","24.9","7.4","14.8","2.4","1.0","0.3","",".",".",".","0.1","",".","0.1","0.1","."
"Special","","136","3.414","39.7","14.0","19.9","3.7","5.9","0.7",".","9.6","",".","1.5",".",".","",".",".","5.1","."
"Graduate","","949","3.797","60.2","12.2","8.9","0.5","0.1","0.1",".","16.5","",".","0.3",".","0.8","",".",".","0.3","."
"Prof Yr 1","","579","3.622","49.1","0.2","24.0",".","1.4",".","0.2","25.2","",".",".",".",".","",".",".",".","."
"Prof Yr 2","","1027","3.406","49.1","0.2","39.9","0.1","10.1",".","0.2","0.3","",".",".",".",".","",".",".",".","0.1"
"Prof Yr 3","","620","3.540","36.0","46.9","12.7","1.3","0.6",".","0.2","0.8","",".",".",".",".","",".",".","0.3","1.1"
"Prof Yr 4","","763","3.748","56.4","31.1","9.4","0.1",".",".","0.1","2.9","",".",".",".",".","",".",".",".","."
"Professionals","","2989","3.573","48.2","17.8","23.4","0.3","3.9",".","0.2","5.9","",".",".",".",".","",".",".","0.1","0.3"
"","College Total","5707","3.452","45.4","16.4","21.3","2.5","6.4","0.7","0.4","6.2","",".","0.1",".","0.2","",".","0.0","0.2","0.1"
