"","999
040","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","999
044","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","999
050","14","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Special Problems","Course Total","17","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"BIOCHEM
200","Dept. Total","990","3.373","41.7","12.9","17.9","4.3","6.2","1.5","0.3","13.6",".",".",".","1.2",".","0.2",".","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"200
BIOCHEM","","","","","","","","","","","","","","","","","","",""
"Sophomore","","8","3.143","75.0",".",".",".","25.0",".",".",".",".",".",".",".",".",".",".","."
"Junior","","145","3.138","34.5","14.5","26.2","11.0","9.7","3.4","0.7",".",".",".",".",".",".",".",".","."
"Senior","","266","3.130","37.2","13.2","24.8","5.3","13.2","3.8","0.8",".",".",".",".","0.8",".","0.8",".","0.4"
"Undergraduates","","419","3.134","37.0","13.4","24.8","7.2","12.2","3.6","0.7",".",".",".",".","0.5",".","0.5",".","0.2"
"Special","","26","3.305","34.6","19.2","23.1","7.7","11.5",".",".","3.8",".",".",".",".",".",".",".","."
"Graduate","","533","3.670","45.2","12.6","12.6","2.1","1.3",".",".","24.4",".",".",".","1.9",".",".",".","."
"Prof Yr 2","","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 3","","7","4.000","57.1",".",".",".",".",".",".","42.9",".",".",".",".",".",".",".","."
"Prof Yr 4","","4","4.000","75.0",".",".",".",".",".",".","25.0",".",".",".",".",".",".",".","."
"Professionals","","12","4.000","66.7",".",".",".",".",".",".","33.3",".",".",".",".",".",".",".","."
"","Dept. Total","990","3.373","41.7","12.9","17.9","4.3","6.2","1.5","0.3","13.6",".",".",".","1.2",".","0.2",".","0.1"
