"","999
080","1","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"","999
086","1","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"","999
088","2","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"Independent Work","Course Total","34","3.975","55.9","2.9",".",".",".",".",".","35.3","",".",".","",".","5.9","",".",".",".","."
"HISTORY
448","Dept. Total","3820","3.299","30.1","26.0","23.2","9.2","4.3","0.8","1.1","3.7","",".","0.1","",".","0.8","",".","0.3","0.1","0.3"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"448
HISTORY","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","352","3.152","17.3","29.3","33.2","11.9","4.8","2.0","0.3",".","",".",".","",".",".","",".","0.9",".","0.3"
"Sophomore","","805","3.200","20.7","30.3","28.9","11.8","5.5","1.1","1.0","0.1","",".",".","",".",".","",".","0.4",".","0.1"
"Junior","","989","3.208","26.3","26.9","26.3","10.7","6.1","0.8","2.0","0.4","",".",".","",".","0.1","",".","0.3",".","0.1"
"Senior","","1147","3.327","31.0","27.7","23.1","9.5","3.7","0.6","1.0","2.3","",".","0.3","",".","0.3","",".","0.3",".","0.1"
"Undergraduates","","3293","3.239","25.6","28.3","26.6","10.7","5.0","0.9","1.2","0.9","",".","0.1","",".","0.2","",".","0.4",".","0.1"
"Special","","62","3.646","27.4","16.1","11.3",".",".",".",".","43.5","",".",".","",".",".","",".",".","1.6","."
"Graduate","","464","3.910","62.3","11.4","0.6","0.2",".",".",".","17.9","",".",".","",".","5.2","",".",".","0.4","1.9"
"Prof Yr 2","","1","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".",".","",".",".",".","."
"Professionals","","1","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".",".","",".",".",".","."
"","Dept. Total","3820","3.299","30.1","26.0","23.2","9.2","4.3","0.8","1.1","3.7","",".","0.1","",".","0.8","",".","0.3","0.1","0.3"
