"BIOCHEMISTRY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"200
BIOCHEM","","","","","","","","","","","","","","","","","","","",""
"299","012","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","018","","9","3.900","88.9",".","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"299","039","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","041","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"299","046","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"299","051","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"299","055","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","056","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"299","057","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","201","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","25","3.878","88.0","4.0","4.0","4.0",".",".",".",".",".",".",".",".",".",".",".","."
"399
Coord Intrnshp/Cooprtv Educ","056","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"501
Introduction-Biochemistry","001","","165","3.194","29.1","16.4","33.9","8.5","6.7","3.6",".","1.8",".",".",".",".",".",".",".","."
"507
General Biochemistry I","001","","128","2.940","27.3","8.6","23.4","15.6","15.6","4.7","1.6","2.3",".",".",".",".",".",".",".","0.8"
"511","001","","25","3.580","52.0","36.0","8.0",".",".",".","4.0",".",".",".",".",".",".",".",".","."
"511","002","","11","3.909","81.8","18.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"511","003","","8","3.563","50.0","12.5","37.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Undergraduate Seminar","Course Total","","44","3.659","59.1","27.3","11.4",".",".",".","2.3",".",".",".",".",".",".",".",".","."
"601
Protein&Enzyme Struct&Funct","001","","76","3.071","14.5","17.1","39.5","9.2","11.8",".",".","7.9",".",".",".",".",".",".",".","."
"612
Prokaryotic Moleculr Gentcs","001","","36","3.361","25.0","27.8","44.4",".","2.8",".",".",".",".",".",".",".",".",".",".","."
"651
Biochemical Methods","001","","52","2.712","15.4","7.7","34.6",".","36.5","5.8",".",".",".",".",".",".",".",".",".","."
"652
Biochemical Techniques","001","","30","3.672","46.7","36.7","13.3",".",".",".",".",".",".",".",".",".",".","3.3",".","."
"653
Biochemical Techniques","001","","25","3.688","40.0","52.0","4.0",".",".",".",".",".",".",".",".",".",".","4.0",".","."
"665
Biophysical Chemistry","001","","7","3.786","85.7",".",".","14.3",".",".",".",".",".",".",".",".",".",".",".","."
"681","018","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"681","028","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","037","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","040","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","046","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"681","050","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","054","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","055","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","057","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","Course Total","","13","3.957","84.6","7.7",".",".",".",".",".",".",".",".",".","7.7",".",".",".","."
"682","018","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","051","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","Course Total","","2","***","","","","","","","","","","","","","","","",""
"691","010","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"691","022","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"691","025","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"691","038","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"691","051","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"691","053","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Thesis","Course Total","","8","3.929","75.0","12.5",".",".",".",".",".",".",".",".",".","12.5",".",".",".","."
