"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"EDU","","","","","","","","","","","","","","","","","","","",""
"ART DEPARTMENT","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"168
ART","","","","","","","","","","","","","","","","","","","",""
"","232
002","","8","3.438","37.5","12.5","50.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","232
003","","20","3.700","50.0","40.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","232
004","","10","3.050","10.0","10.0","60.0","20.0",".",".",".",".",".",".",".",".",".",".",".","."
"Life Drawing I","Course Total","","46","3.446","32.6","28.3","34.8","4.3",".",".",".",".",".",".",".",".",".",".",".","."
"Watercolor I","242
001","","12","3.375","25.0","33.3","33.3","8.3",".",".",".",".",".",".",".",".",".",".",".","."
"","244
001","","12","3.667","33.3","66.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","244
002","","16","3.633","37.5","43.8","12.5",".",".",".",".",".",".",".",".",".",".","6.3",".","."
"","244
003","","18","3.972","94.4","5.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Art Metal I","Course Total","","46","3.778","58.7","34.8","4.3",".",".",".",".",".",".",".",".",".",".","2.2",".","."
"","246
001","","7","3.500","57.1","14.3","14.3",".","14.3",".",".",".",".",".",".",".",".",".",".","."
"","246
002","","15","3.900","86.7","6.7","6.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","246
003","","10","3.900","80.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Lettering","Course Total","","32","3.813","78.1","12.5","6.3",".","3.1",".",".",".",".",".",".",".",".",".",".","."
"Color","302
001","","40","3.563","40.0","35.0","22.5","2.5",".",".",".",".",".",".",".",".",".",".",".","."
"Relief Printmaking","306
001","","14","3.857","71.4","28.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","312
001","","12","3.500","58.3","33.3",".",".",".",".","8.3",".",".",".",".",".",".",".",".","."
"","312
002","","14","3.429","35.7","14.3","50.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intermediate Drawing I","Course Total","","26","3.462","46.2","23.1","26.9",".",".",".","3.8",".",".",".",".",".",".",".",".","."
"","314
001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","314
002","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Sculpture II","Course Total","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Nonstatic Forms","318
001","","10","3.900","90.0",".","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","322
001","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","322
002","","10","3.500","10.0","80.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intermediate Painting I","Course Total","","20","3.750","55.0","40.0","5.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Ceramics II","324
001","","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Etching","326
001","","12","3.458","41.7","8.3","50.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Computer in the Visual Arts","328
001","","16","3.250","43.8","18.8","18.8","6.3","6.3",".","6.3",".",".",".",".",".",".",".",".","."
"","332
001","","10","3.750","70.0","10.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","332
002","","9","3.333","55.6","22.2","11.1",".",".",".","11.1",".",".",".",".",".",".",".",".","."
"","332
003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","332
004","","6","3.333","16.7","33.3","50.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Life Drawing II","Course Total","","26","3.365","50.0","19.2","23.1",".",".",".","7.7",".",".",".",".",".",".",".",".","."
"Wood Working","334
001","","14","3.607","21.4","78.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Serigraphy","336
001","","14","3.821","64.3","35.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Watercolor II","342
001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Art Metal II","344
001","","10","3.722","70.0","10.0",".",".","10.0",".",".","10.0",".",".",".",".",".",".",".","."
"","346
001","","12","3.833","75.0","16.7","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","002
346","","9","3.889","88.9",".","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro-Typogphy&Graphic Dsgn","Course Total","","21","3.857","81.0","9.5","9.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","001
356","","16","3.594","56.3","18.8","18.8",".","6.3",".",".",".",".",".",".",".",".",".",".","."
"","356
002","","12","3.750","50.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Print Production Techniques","Course Total","","28","3.661","53.6","32.1","10.7",".","3.6",".",".",".",".",".",".",".",".",".",".","."
"March 29, 2013","","","","","","","","","","","","","","","","","","","","Page 74 of 373"
