"TERM : 0972","","","","Percentage Distribution of Grades","","","","","","","","","","","","Office of the Registrar"
"Fall 1996-97","","","","","","","","","","","","","","","","Institutional Reporting"
"","","","","University of Wisconsin - Madison","","","","","","","","","","","",""
"","","","","","","(Non-Cross Listed)","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","",""
"MOLECULAR BIOLOGY","Section
#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW
NR
Other"
"","Grades","GPA","","","","","","","","","","","","","",""
"650
MOL BIOL","","","","","","","","","","","","","","","",""
"Senior Honors Thesis","681
003
11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".   
.   
."
"Senior Honors Thesis","682
003
4","***","","","","","","","","","",".",".",".",".",".   
.   
."
"Senior Thesis","691
003
5","***","","","","","","","","","",".",".",".",".",".   
.   
."
"Directed Studies-Molec Biol","699
003
8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".   
.   
."
"MOL BIOL
650","28
Dept. Total","4.000","96.4",".",".",".",".",".",".",".",".",".",".","3.6","",".  
.  
.  
."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW
NR
Other"
"","Grades","GPA","","","","","","","","","","","","","",""
"650
MOL BIOL","","","","","","","","","","","","","","","",""
"Junior","2","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".","",".  
.  
.  
."
"Senior","26","4.000","96.2",".",".",".",".",".",".",".",".",".",".","3.8","",".  
.  
.  
."
"Undergraduates","28","4.000","96.4",".",".",".",".",".",".",".",".",".",".","3.6","",".  
.  
.  
."
"","Dept. Total
28","4.000","96.4",".",".",".",".",".",".",".",".",".",".","3.6","",".  
.  
.  
."
"March 29, 2013","","","","","","","","","","","","","","","","Page 249 of 373"
"* Please note: This report does not combine crosslisted courses","","","","","","","","","","","","","","","",""
"*** Please note: In order to protect student privacy, grade distributions for classes or class sections with fewer than five students have been redacted.","","","","","","","","","","","","","","","",""
