"L&S","","","","","","","","","","","","","","","","","","","","","","",""
"URBAN AND REGIONAL PLANNI","Section","#","Ave","A","AB","B","BC","C","D","","F","","S","U","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"944
URB R PL","","","","","","","","","","","","","","","","","","","","","","",""
"URB R PL
944","Dept. Total","226","3.525","45.1","29.6","14.2","3.1","4.4","",".","",".","2.7","0.4",".","",".","0.4","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","","S","U","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"944
URB R PL","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","6","2.583",".","33.3",".","16.7","50.0","",".","",".",".",".",".","",".",".","",".",".",".","."
"Junior","","12","2.805","16.7",".","41.7","8.3","33.3","",".","",".",".",".",".","",".",".","",".",".",".","."
"Senior","","17","3.246","23.5","35.3","23.5","5.9","11.8","",".","",".",".",".",".","",".",".","",".",".",".","."
"Undergraduates","","35","2.967","17.1","22.9","25.7","8.6","25.7","",".","",".",".",".",".","",".",".","",".",".",".","."
"Special","","13","3.539","30.8","38.5","23.1",".",".","",".","",".","7.7",".",".","",".",".","",".",".",".","."
"Graduate","","177","3.660","51.4","30.5","11.3","2.3","0.6","",".","",".","2.8","0.6",".","",".","0.6","",".",".",".","."
"Prof Yr 3","","1","4.000","100.0",".",".",".",".","",".","",".",".",".",".","",".",".","",".",".",".","."
"Professionals","","1","4.000","100.0",".",".",".",".","",".","",".",".",".",".","",".",".","",".",".",".","."
"","Dept. Total","226","3.525","45.1","29.6","14.2","3.1","4.4","",".","",".","2.7","0.4",".","",".","0.4","",".",".",".","."
