"","990
039","","1","***","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","990
040","","2","***","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","990
042","","2","***","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Research","Course Total","","25","3.952","72.0","8.0",".",".",".","",".","",".","16.0","",".",".","",".","",".","",".",".",".","4.0"
"AGRONOMY
132","Dept. Total","","92","3.498","50.0","15.2","15.2","5.4","6.5","",".","",".","4.3","",".",".","",".","",".","",".",".","1.1","2.2"
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","",""
"132
AGRONOMY","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","","4","2.750",".","25.0","25.0","25.0","25.0","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","","10","3.625","80.0",".","10.0","10.0",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","37","3.297","37.8","16.2","21.6","8.1","10.8","",".","",".",".","",".",".","",".","",".","",".",".","2.7","2.7"
"Undergraduates","","","51","3.289","43.1","13.7","19.6","9.8","9.8","",".","",".",".","",".",".","",".","",".","",".",".","2.0","2.0"
"Special","","","1","3.000",".",".","100.0",".",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","","40","3.800","60.0","17.5","7.5",".","2.5","",".","",".","10.0","",".",".","",".","",".","",".",".",".","2.5"
"","Dept. Total","","92","3.498","50.0","15.2","15.2","5.4","6.5","",".","",".","4.3","",".",".","",".","",".","",".",".","1.1","2.2"
