"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","",""
"LATIN (CLASSICS)","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"524
LATIN","","","","","","","","","","","","","","","","","","",""
"","103
001","18","3.250","33.3","16.7","22.2","22.2","5.6",".",".",".",".",".",".",".",".",".",".","."
"","103
002","19","2.711","31.6","10.5","5.3","15.8","21.1","10.5","5.3",".",".",".",".",".",".",".",".","."
"","103
003","11","3.545","45.5","27.3","18.2","9.1",".",".",".",".",".",".",".",".",".",".",".","."
"","005
103","19","2.917","31.6","10.5","21.1","5.3","15.8","5.3","5.3",".",".",".",".",".",".","5.3",".","."
"","103
006","19","2.868","36.8","5.3","10.5","10.5","26.3","10.5",".",".",".",".",".",".",".",".",".","."
"","103
007","20","2.947","10.0","25.0","20.0","25.0","15.0",".",".",".",".",".",".",".",".","5.0",".","."
"Elementary Latin","Course Total","106","3.000","30.2","15.1","16.0","15.1","15.1","4.7","1.9",".",".",".",".",".",".","1.9",".","."
"","203
001","10","3.400","40.0","20.0","30.0",".","10.0",".",".",".",".",".",".",".",".",".",".","."
"","203
002","26","3.115","30.8","23.1","11.5","15.4","15.4","3.8",".",".",".",".",".",".",".",".",".","."
"","003
203","21","3.119","33.3","23.8","14.3","9.5","9.5","9.5",".",".",".",".",".",".",".",".",".","."
"Intermediate Latin","Course Total","57","3.167","33.3","22.8","15.8","10.5","12.3","5.3",".",".",".",".",".",".",".",".",".","."
"Latin Lit of Roman Republic","001
301","7","3.583","42.9","14.3","28.6",".",".",".",".","14.3",".",".",".",".",".",".",".","."
"Latin Paleography","316
001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Vergil","515
001","12","3.583","41.7","33.3","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Mediaeval Latin","563
001","10","3.800","70.0","20.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","699
003","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
004","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
014","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Compar Grammar-Greek&Latin","772
001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Individual Research Thesis","890
004","2","***","","","","","","","","","",".",".",".",".",".",".","."
"LATIN
524","Dept. Total","204","3.154","36.8","18.1","15.7","10.8","11.3","3.9","1.0","1.5",".",".",".",".",".","1.0",".","."
