"","990
022","1","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","990
025","2","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","990
032","1","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Thesis","Course Total","4","***","","","","","","","","","","","","","","","","","","","",""
"PORTUG
782","Dept. Total","232","3.026","33.6","13.4","20.7","7.3","15.1","3.0","3.4","2.6","",".",".","",".","",".","",".","0.9",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"782
PORTUG","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","12","3.528","33.3","41.7","8.3",".","8.3",".",".",".","",".",".","",".","",".","",".","8.3",".","."
"Sophomore","","61","2.695","23.0","13.1","14.8","13.1","24.6","6.6","4.9",".","",".",".","",".","",".","",".",".",".","."
"Junior","","72","2.888","27.8","9.7","31.9","6.9","15.3","1.4","6.9",".","",".",".","",".","",".","",".",".",".","."
"Senior","","59","3.236","39.0","11.9","25.4","6.8","13.6","3.4",".",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","204","2.956","29.9","13.2","23.5","8.3","17.2","3.4","3.9",".","",".",".","",".","",".","",".","0.5",".","."
"Special","","6","4.000","83.3",".",".",".",".",".",".",".","",".",".","",".","",".","",".","16.7",".","."
"Graduate","","21","3.889","57.1","19.0",".",".",".",".",".","23.8","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","1","",".",".",".",".",".",".",".","100.0","",".",".","",".","",".","",".",".",".","."
"Professionals","","1","",".",".",".",".",".",".",".","100.0","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","232","3.026","33.6","13.4","20.7","7.3","15.1","3.0","3.4","2.6","",".",".","",".","",".","",".","0.9",".","."
