"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"508
ITALIAN","","","","","","","","","","","","","","","","","","","","","",""
"","990
016","4","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"Individual Research","Course Total","6","4.000","66.7",".",".",".",".",".",".",".","",".",".","",".","33.3","",".",".",".","."
"ITALIAN
508","Dept. Total","533","3.244","36.4","20.8","21.4","7.9","7.3","1.9","2.3","1.5","",".",".","",".","0.4","",".",".",".","0.2"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"508
ITALIAN","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","95","3.116","28.4","17.9","26.3","13.7","10.5","1.1","2.1",".","",".",".","",".",".","",".",".",".","."
"Sophomore","","138","3.250","31.2","23.2","29.0","8.0","3.6","2.9","1.4",".","",".",".","",".",".","",".",".",".","0.7"
"Junior","","112","3.217","31.3","26.8","19.6","8.0","10.7",".","2.7","0.9","",".",".","",".",".","",".",".",".","."
"Senior","","129","3.162","40.3","14.7","18.6","7.0","9.3","3.9","3.9","2.3","",".",".","",".",".","",".",".",".","."
"Undergraduates","","474","3.192","33.1","20.7","23.4","8.9","8.2","2.1","2.5","0.8","",".",".","",".",".","",".",".",".","0.2"
"Special","","9","3.662","44.4","44.4","11.1",".",".",".",".",".","",".",".","",".",".","",".",".",".","."
"Graduate","","49","3.848","67.3","18.4","4.1",".",".",".",".","6.1","",".",".","",".","4.1","",".",".",".","."
"Prof Yr 2","","1","",".",".",".",".",".",".",".","100.0","",".",".","",".",".","",".",".",".","."
"Professionals","","1","",".",".",".",".",".",".",".","100.0","",".",".","",".",".","",".",".",".","."
"","Dept. Total","533","3.244","36.4","20.8","21.4","7.9","7.3","1.9","2.3","1.5","",".",".","",".","0.4","",".",".",".","0.2"
