"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","",""
"VET","","","","","","","","","","","","","","","","","","","","","",""
"VET","College Total","2171","3.274","29.3","15.2","16.8","4.3","4.3","0.5","0.2","29.2","",".",".",".","",".","",".",".",".","0.2"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","","I","","NW","NR","Other"
"VET","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"Sophomore","","1","4.000","100.0",".",".",".",".",".",".",".","",".",".",".","",".","",".",".",".","."
"Junior","","4","3.875","75.0","25.0",".",".",".",".",".",".","",".",".",".","",".","",".",".",".","."
"Senior","","1","3.500",".","100.0",".",".",".",".",".",".","",".",".",".","",".","",".",".",".","."
"Undergraduates","","6","3.786","66.7","33.3",".",".",".",".",".",".","",".",".",".","",".","",".",".",".","."
"Special","","2","3.000",".",".","100.0",".",".",".",".",".","",".",".",".","",".","",".",".",".","."
"Graduate","","7","2.750","42.9","28.6",".","14.3",".","14.3",".",".","",".",".",".","",".","",".",".",".","."
"Prof Yr 1","","426","3.111","25.4","26.5","22.3","8.2","8.2","1.2","0.9","6.1","",".",".",".","",".","",".",".",".","1.2"
"Prof Yr 2","","546","3.438","37.7","25.6","25.5","7.1","2.7","0.4",".","0.9","",".",".",".","",".","",".",".",".","."
"Prof Yr 3","","646","3.112","21.4","11.1","19.8","2.9","6.7","0.3",".","37.8","",".",".",".","",".","",".",".",".","."
"Prof Yr 4","","619","3.981","28.6",".",".",".",".","0.2",".","71.2","",".",".",".","",".","",".",".",".","."
"Professionals","","2237","3.276","28.1","14.5","16.2","4.2","4.2","0.4","0.2","32.0","",".",".",".","",".","",".",".",".","0.2"
"","College Total","2252","3.274","28.2","14.6","16.2","4.2","4.1","0.5","0.2","31.8","",".",".",".","",".","",".",".",".","0.2"
