"L&S","","","","","","","","","","","","","","","","","","","","",""
"","LANGUAGES AND CULTURES O Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","","GPA","","","","","","","","","","","","","","","",""
"910
LANGASIA","","","","","","","","","","","","","","","","","","","","",""
"Elem Hindi-Urdu Intensive","101","001","","17","3.577","41.2","11.8","17.6","5.9",".",".",".","17.6",".",".",".",".",".","5.9",".","."
"First Semester Indonesian","105","001","","6","3.667","66.7",".","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"First Sem Pilipino/Tagalog","107","001","","8","3.938","87.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"First Semester Thai","115","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"3rd Semstr Pilipino/Tagalog","207","001","","6","3.750","50.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"SE Asia:Vietnam to Philipns","244","001","","10","3.300","20.0","30.0","40.0","10.0",".",".",".",".",".",".",".",".",".",".",".","."
"Civs of India-Modern Period","252","001","","13","3.308","38.5","23.1","7.7","23.1","7.7",".",".",".",".",".",".",".",".",".",".","."
"Kendo:Intgratn-Mrtl&Lib Art","277","001","","6","3.083","16.7",".","66.7","16.7",".",".",".",".",".",".",".",".",".",".",".","."
"Elem Hindi-Urdu Intensive","301","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Elementary Telugu Intensive","303","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Second Year Telugu","305","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Second Year Hindi","307","001","","9","3.625","44.4","22.2","22.2",".",".",".",".",".",".",".",".",".",".","11.1",".","."
"Advanced Hindi","309","001","","7","3.929","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"First Semester Indonesian","311","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"First Semester Thai","313","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Third Semester Thai","315","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Elementary Sanskrit","317","001","","8","3.760","50.0","12.5","12.5",".",".",".",".",".","12.5",".",".",".",".",".","12.5","."
"Second Year Sanskrit","319","001","","6","3.583","50.0","33.3",".","16.7",".",".",".",".",".",".",".",".",".",".",".","."
"Third Year Sanskrit","321","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"First Semester Turkish","326","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Third Semester Turkish","331","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"1st Semstr Pilipino/Tagalog","333","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Third Semester Indonesian","337","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Elementary Nepali-Intensive","339","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Intro to Arts of India","341","001","","11","3.273","27.3","27.3","27.3","9.1","9.1",".",".",".",".",".",".",".",".",".",".","."
"Introduction to Buddhism","364","001","","41","3.038","22.0","26.8","22.0","4.9","9.8","9.8",".","4.9",".",".",".",".",".",".",".","."
"Ethnic & Minorty Relig-Amer","368","001","","7","3.667","57.1",".","28.6",".",".",".",".","14.3",".",".",".",".",".",".",".","."
"Islam: Religion and Culture","370","001","","10","3.722","50.0","30.0","10.0",".",".",".",".","10.0",".",".",".",".",".",".",".","."
"Elementary Literary Tibetan","375","001","","8","3.000","37.5","12.5",".","12.5","12.5","12.5",".","12.5",".",".",".",".",".",".",".","."
"Indian Folklore","394","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Fifth Semester Indonesian","403","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Second Year Nepali","414","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"3rd Semstr Pilipino/Tagalog","417","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Fifth Semester Thai","446","001","","8","3.929","75.0","12.5",".",".",".",".",".","12.5",".",".",".",".",".",".",".","."
"History of Medieval India","448","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Third Year Nepali","473","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Telugu","506","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Tibetan Literature","531","001","","8","3.286","62.5",".",".",".","12.5","12.5",".","12.5",".",".",".",".",".",".",".","."
"Poetry in Hindi: 1500-1700","551","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Structure of Thai","571","001","","9","3.875","77.8",".","11.1",".",".",".",".","11.1",".",".",".",".",".",".",".","."
