"","990
093","1","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"","990
094","1","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"","990
095","1","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"Research","Course Total","95","4.000","68.4",".",".",".",".",".",".","29.5","",".",".","",".","2.1","",".",".",".","."
"PHYSICS
754","Dept. Total","2539","2.996","23.3","16.5","26.9","13.9","14.2","2.0","1.3","1.7","",".",".","",".","0.1","",".","0.1","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"754
PHYSICS","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","290","2.978","20.0","16.9","36.6","8.6","11.0","3.8","2.8",".","",".",".","",".",".","",".","0.3",".","."
"Sophomore","","782","2.941","19.8","17.0","26.9","16.4","16.8","2.2","1.0",".","",".",".","",".",".","",".",".",".","."
"Junior","","791","2.941","18.8","16.4","29.1","16.4","16.2","1.6","1.1",".","",".",".","",".",".","",".",".","0.3","."
"Senior","","415","2.950","22.4","15.9","26.3","14.7","15.7","2.7","1.7","0.5","",".",".","",".",".","",".","0.2",".","."
"Undergraduates","","2278","2.947","20.0","16.6","28.8","15.1","15.6","2.3","1.4","0.1","",".",".","",".",".","",".","0.1","0.1","."
"Special","","36","3.142","27.8","19.4","19.4","16.7","11.1",".",".","2.8","",".",".","",".",".","",".","2.8",".","."
"Graduate","","225","3.760","56.0","14.7","9.3","1.3","0.4",".",".","17.3","",".",".","",".","0.9","",".",".",".","."
"","Dept. Total","2539","2.996","23.3","16.5","26.9","13.9","14.2","2.0","1.3","1.7","",".",".","",".","0.1","",".","0.1","0.1","."
