"","990
027","2","***","","","","","","","","","",".",".","",".",".","",".",".","."
"","990
029","2","***","","","","","","","","","",".",".","",".",".","",".",".","."
"","990
030","2","***","","","","","","","","","",".",".","",".",".","",".",".","."
"Thesis-Research","Course Total","39","4.000","66.7",".",".",".",".",".",".","25.6",".",".","",".","7.7","",".",".",".","."
"CBE
220","Dept. Total","949","3.126","29.5","17.4","22.1","12.5","9.9","2.4","0.7","3.6","0.1","0.1","",".","1.1","",".",".","0.2","0.3"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"220
CBE","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","27","2.944","7.4","25.9","37.0","22.2",".","7.4",".",".",".",".","",".",".","",".",".",".","."
"Junior","","193","2.768","14.5","19.7","22.8","18.1","17.6","5.2","2.1",".",".",".","",".",".","",".",".",".","."
"Senior","","513","3.109","29.2","17.7","25.3","13.6","11.5","1.9","0.4","0.2",".",".","",".",".","",".",".",".","."
"Undergraduates","","733","3.008","24.6","18.6","25.1","15.1","12.7","3.0","0.8","0.1",".",".","",".",".","",".",".",".","."
"Special","","24","3.057","37.5","4.2","29.2","20.8",".","4.2","4.2",".",".",".","",".",".","",".",".",".","."
"Graduate","","210","3.706","47.1","13.3","9.0","1.4","0.5",".",".","20.5","0.5","0.5","",".","4.8","",".",".","1.0","1.4"
"","Dept. Total","967","3.126","29.8","17.1","21.7","12.3","9.7","2.4","0.7","4.6","0.1","0.1","",".","1.0","",".",".","0.2","0.3"
