"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"632
MEDICINE","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Clin Elect Rheumtol-CSC/VAH","988
001","3","***","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Research","990
155","9","4.000","100.0",".",".",".","",".",".","",".","",".",".","",".",".","",".","",".","",".",".","."
"MEDICINE
632","Dept. Total","358","3.688","51.7","28.8","11.2",".","",".","",".","",".","8.1","",".",".","",".","",".","",".",".","0.3","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"632
MEDICINE","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Junior","","1","4.000","100.0",".",".",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","3","4.000","100.0",".",".",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","4","4.000","100.0",".",".",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Special","","11","",".",".",".",".","",".","",".","",".","90.9","",".",".","",".","",".","",".",".","9.1","."
"Graduate","","18","3.921","94.4",".","5.6",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","71","3.592","38.0","42.3","19.7",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 4","","254","3.738","53.9","28.7","9.8",".","",".","",".","",".","7.5","",".",".","",".","",".","",".",".",".","."
"Professionals","","325","3.679","50.5","31.7","12.0",".","",".","",".","",".","5.8","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","358","3.688","51.7","28.8","11.2",".","",".","",".","",".","8.1","",".",".","",".","",".","",".",".","0.3","."
