"","990
031","3","***","","","","","","","","","",".",".","",".",".","",".",".","."
"","990
032","3","***","","","","","","","","","",".",".","",".",".","",".",".","."
"","990
033","4","***","","","","","","","","","",".",".","",".",".","",".",".","."
"","990
034","5","***","","","","","","","","","",".",".","",".",".","",".",".","."
"Research and Thesis","Course Total","73","3.979","60.3",".","1.4",".",".",".",".","21.9","1.4",".","",".","15.1","",".",".",".","."
"M S & E
636","Dept. Total","591","3.369","37.9","17.4","22.0","5.4","4.2","1.5","0.2","8.3","0.2","0.3","",".","1.9","",".","0.7",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"636
M S & E","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","17","2.733","23.5","11.8","29.4","11.8","11.8","11.8",".",".",".",".","",".",".","",".",".",".","."
"Sophomore","","120","3.189","28.3","15.8","35.8","10.0","9.2","0.8",".",".",".",".","",".",".","",".",".",".","."
"Junior","","110","3.228","27.3","22.7","30.0","10.0","7.3","1.8",".",".",".",".","",".",".","",".","0.9",".","."
"Senior","","143","3.289","37.8","25.9","23.8","4.9","2.8","2.8","0.7",".",".",".","",".",".","",".","1.4",".","."
"Undergraduates","","390","3.211","31.3","21.3","29.5","8.2","6.4","2.3","0.3",".",".",".","",".",".","",".","0.8",".","."
"Special","","6","3.625","16.7","50.0",".",".",".",".",".","33.3",".",".","",".",".","",".",".",".","."
"Graduate","","195","3.813","51.8","8.7","7.7",".",".",".",".","24.1","0.5","1.0","",".","5.6","",".","0.5",".","."
"","Dept. Total","591","3.369","37.9","17.4","22.0","5.4","4.2","1.5","0.2","8.3","0.2","0.3","",".","1.9","",".","0.7",".","."
