"MED","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLINICAL LABORATORY SCIEN","Section","#","Ave","A","AB","B","BC","C","D","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"628
CLNLABSC","","","","","","","","","","","","","","","","","","","","","","","","",""
"Intro to Med Tech","102
001","54","3.880","90.7","1.9","5.6",".",".","1.9",".","",".","",".","",".",".","",".","",".","",".",".","."
"Hematology-The Red Cell","512
001","17","3.118","5.9","35.3","41.2","11.8","5.9",".",".","",".","",".","",".",".","",".","",".","",".",".","."
"Chem-Routine Meth&Instrumnt","521
001","17","2.882",".","11.8","64.7","11.8","11.8",".",".","",".","",".","",".",".","",".","",".","",".",".","."
"Clinical Bacteriology","531
001","17","3.029","11.8","17.6","47.1","11.8","11.8",".",".","",".","",".","",".",".","",".","",".","",".",".","."
"Clinical Immunohematology","550
001","17","3.000","5.9","23.5","47.1","11.8","11.8",".",".","",".","",".","",".",".","",".","",".","",".",".","."
"Clinical Lab Practice","571
001","16","3.656","50.0","43.8",".",".","6.3",".",".","",".","",".","",".",".","",".","",".","",".",".","."
"CLNLABSC
628","Dept. Total","138","3.231","44.2","16.7","26.8","5.8","5.8","0.7","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"628
CLNLABSC","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","16","3.875","87.5",".","12.5",".",".",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","18","3.972","94.4","5.6",".",".",".",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Junior","","15","3.733","86.7",".","6.7",".",".","6.7","",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","89","3.124","19.1","24.7","38.2","9.0","9.0",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","138","3.231","44.2","16.7","26.8","5.8","5.8","0.7","",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","138","3.231","44.2","16.7","26.8","5.8","5.8","0.7","",".","",".","",".",".","",".","",".","",".",".",".","."
