"ART DEPARTMENT","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"168
ART","","","","","","","","","","","","","","","","","","",""
"","102
001","20","3.450","40.0","10.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","102
002","20","2.650","35.0",".","35.0",".","5.0","10.0","15.0",".",".",".",".",".",".",".",".","."
"","102
003","23","3.848","82.6","8.7","4.3","4.3",".",".",".",".",".",".",".",".",".",".",".","."
"","102
004","22","3.864","81.8","13.6",".","4.5",".",".",".",".",".",".",".",".",".",".",".","."
"","005
102","19","3.079","15.8","42.1","26.3","5.3",".","5.3","5.3",".",".",".",".",".",".",".",".","."
"","006
102","15","3.133","13.3","40.0","40.0",".",".",".","6.7",".",".",".",".",".",".",".",".","."
"Two-Dimensional Design","Course Total","119","3.370","47.9","17.6","24.4","2.5","0.8","2.5","4.2",".",".",".",".",".",".",".",".","."
"","104
001","17","3.382","29.4","35.3","23.5","5.9","5.9",".",".",".",".",".",".",".",".",".",".","."
"","104
002","20","3.553","25.0","55.0","15.0",".",".",".",".",".",".",".",".",".",".","5.0",".","."
"","003
104","11","3.273","27.3","36.4","9.1","18.2","9.1",".",".",".",".",".",".",".",".",".",".","."
"","104
004","15","3.633","26.7","73.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Three-Dimensional Design","Course Total","63","3.476","27.0","50.8","12.7","4.8","3.2",".",".",".",".",".",".",".",".","1.6",".","."
"Foundations of Contemp Art","001
108","113","3.375","29.2","38.1","21.2","2.7","6.2","1.8",".","0.9",".",".",".",".",".",".",".","."
"","112
001","18","3.444","44.4","27.8","16.7","5.6",".","5.6",".",".",".",".",".",".",".",".",".","."
"","112
002","24","3.375","37.5","33.3","8.3","8.3","12.5",".",".",".",".",".",".",".",".",".",".","."
"","003
112","21","3.050","14.3","33.3","23.8","14.3","4.8",".","4.8",".","4.8",".",".",".",".",".",".","."
"","112
004","19","3.132","10.5","47.4","26.3","10.5",".",".","5.3",".",".",".",".",".",".",".",".","."
"","005
112","24","3.174","45.8","16.7","4.2","16.7",".","8.3","4.2",".",".",".",".",".",".","4.2",".","."
"","006
112","23","3.478","52.2","17.4","8.7","17.4","4.3",".",".",".",".",".",".",".",".",".",".","."
"","007
112","24","3.583","58.3","16.7","12.5","8.3","4.2",".",".",".",".",".",".",".",".",".",".","."
"","112
008","20","3.175","15.0","35.0","25.0","20.0","5.0",".",".",".",".",".",".",".",".",".",".","."
"","009
112","16","3.563","56.3","18.8","6.3","18.8",".",".",".",".",".",".",".",".",".",".",".","."
"","112
010","21","3.286","38.1","9.5","28.6","19.0","4.8",".",".",".",".",".",".",".",".",".",".","."
"Drawing I","Course Total","210","3.327","37.6","25.2","15.7","13.8","3.8","1.4","1.4",".","0.5",".",".",".",".","0.5",".","."
"","212
001","22","3.364","31.8","27.3","27.3","9.1","4.5",".",".",".",".",".",".",".",".",".",".","."
"","212
002","14","3.464","28.6","42.9","21.4","7.1",".",".",".",".",".",".",".",".",".",".",".","."
"","212
003","20","3.650","55.0","30.0","10.0",".","5.0",".",".",".",".",".",".",".",".",".",".","."
"","212
004","20","3.550","50.0","25.0","15.0","5.0","5.0",".",".",".",".",".",".",".",".",".",".","."
"Drawing II","Course Total","76","3.507","42.1","30.3","18.4","5.3","3.9",".",".",".",".",".",".",".",".",".",".","."
"","214
001","23","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","214
002","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Sculpture I","Course Total","35","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","222
001","18","3.444","44.4","33.3","16.7",".",".",".","5.6",".",".",".",".",".",".",".",".","."
"","222
002","14","3.500","21.4","57.1","21.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","222
003","17","3.235","11.8","35.3","41.2","11.8",".",".",".",".",".",".",".",".",".",".",".","."
"","222
004","18","3.139","11.1","50.0","22.2","11.1",".",".","5.6",".",".",".",".",".",".",".",".","."
"Introduction to Painting","Course Total","67","3.321","22.4","43.3","25.4","6.0",".",".","3.0",".",".",".",".",".",".",".",".","."
"","224
001","20","3.500","25.0","50.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","224
002","17","3.375","17.6","35.3","41.2",".",".",".",".","5.9",".",".",".",".",".",".",".","."
"","224
003","20","3.947","90.0",".","5.0",".",".",".",".","5.0",".",".",".",".",".",".",".","."
"Ceramics I","Course Total","57","3.618","45.6","28.1","22.8",".",".",".",".","3.5",".",".",".",".",".",".",".","."
"Textile Design: Off-Loom","226
001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Textile Design: Weaving I","229
001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","232
001","8","3.313","12.5","37.5","50.0",".",".",".",".",".",".",".",".",".",".",".",".","."
