"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","",""
"ART HISTORY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"180
ART HIST","","","","","","","","","","","","","","","","","","",""
"201
Ancient and Medieval Art","001","140","2.852","15.0","19.3","26.4","15.0","13.6","3.6","3.6","2.9",".",".",".",".",".","0.7",".","."
"202
Renaissance to Modern Art","001","224","3.378","31.3","32.6","21.9","8.0","4.0","0.4","0.4","1.3",".",".",".",".",".",".",".","."
"302
Greek Sculpture","001","51","2.963","25.5","13.7","35.3","9.8","7.8",".","7.8",".",".",".",".",".",".",".",".","."
"319
Gothic Architecture","001","43","2.679","14.0","14.0","27.9","16.3","7.0",".","11.6","7.0",".",".",".",".",".",".",".","2.3"
"334
Print&Master Printmkrs-West","001","43","3.231","20.9","23.3","30.2","9.3","7.0",".",".","4.7",".",".",".",".",".","4.7",".","."
"348
European Arch:18th Century","001","42","3.327","33.3","26.2","23.8","4.8","7.1","2.4",".","2.4",".",".",".",".",".",".",".","."
"350
19th C Painting in Europe","001","71","3.355","26.8","23.9","35.2","8.5","1.4",".",".","2.8",".",".",".",".",".","1.4",".","."
"370
Arts of China","001","44","3.199","15.9","27.3","31.8","13.6","4.5",".",".","4.5",".",".",".",".",".",".","2.3","."
"372
Arts of Japan","001","39","3.085","17.9","23.1","35.9","7.7","5.1","2.6","2.6","5.1",".",".",".",".",".",".",".","."
"373
Indian Art","001","43","2.978","30.2","20.9","23.3","9.3","4.7",".","11.6",".",".",".",".",".",".",".",".","."
"500
Prosem:Spec Topics-Art Hist","001","14","3.202","28.6","28.6","35.7",".",".",".","7.1",".",".",".",".",".",".",".",".","."
"579
Prosmr-Afr Art Before 1990","001","13","3.344","38.5","46.2","7.7",".",".",".","7.7",".",".",".",".",".",".",".",".","."
"601
Museum Train&Connoisseurshp","001","8","3.500","50.0","12.5","25.0","12.5",".",".",".",".",".",".",".",".",".",".",".","."
"681
Senior Honors Thesis","004","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","007","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","009","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","021","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","4","***","","","","","","","","","","","","","","","",""
"701
Practicum in Art History","001","7","3.714","57.1","28.6","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"799","004","3","***","","","","","","","","","",".",".",".",".",".",".","."
"799","007","2","***","","","","","","","","","",".",".",".",".",".",".","."
"799","009","2","***","","","","","","","","","",".",".",".",".",".",".","."
"799","014","2","***","","","","","","","","","",".",".",".",".",".",".","."
"799","015","2","***","","","","","","","","","",".",".",".",".",".",".","."
"799","017","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","018","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","14","3.952","71.4","7.1",".",".",".",".",".","14.3",".",".",".","7.1",".",".",".","."
"856
Grad Smr-20th C Europn Art","001","12","3.833","83.3","8.3",".","8.3",".",".",".",".",".",".",".",".",".",".",".","."
"879
Seminar in African Art","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","004","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","006","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","007","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","009","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","015","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","017","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","201","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research and Thesis","Course Total","16","4.000","68.8",".",".",".",".",".",".","18.8",".",".",".","12.5",".",".",".","."
