"ACCOUNTING AND INFO SYSTE","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"232
ACCT I S","","","","","","","","","","","","","","","","","","",""
"","100
001","26","2.346","23.1","3.8","11.5","3.8","38.5","7.7","11.5",".",".",".",".",".",".",".",".","."
"","002
100","30","2.433","10.0","6.7","43.3",".","23.3","3.3","13.3",".",".",".",".",".",".",".",".","."
"","100
003","32","2.844","34.4","6.3","25.0",".","18.8","12.5","3.1",".",".",".",".",".",".",".",".","."
"","100
004","32","2.344","12.5","12.5","15.6",".","40.6","12.5","6.3",".",".",".",".",".",".",".",".","."
"","100
005","38","3.184","36.8","2.6","42.1","2.6","13.2","2.6",".",".",".",".",".",".",".",".",".","."
"","100
006","27","2.389","7.4","7.4","33.3","3.7","33.3","7.4","7.4",".",".",".",".",".",".",".",".","."
"","100
007","36","2.889","16.7","5.6","47.2","5.6","22.2","2.8",".",".",".",".",".",".",".",".",".","."
"","100
008","24","2.938","16.7","8.3","45.8","4.2","25.0",".",".",".",".",".",".",".",".",".",".","."
"","009
100","27","2.796","25.9","3.7","25.9",".","40.7","3.7",".",".",".",".",".",".",".",".",".","."
"","010
100","26","2.731","26.9","3.8","26.9","3.8","30.8",".","7.7",".",".",".",".",".",".",".",".","."
"","100
011","37","2.676","8.1","5.4","48.6","5.4","24.3","8.1",".",".",".",".",".",".",".",".",".","."
"","012
100","32","2.781","25.0",".","34.4",".","34.4","6.3",".",".",".",".",".",".",".",".",".","."
"","100
013","31","2.550","16.1","3.2","32.3",".","29.0","16.1",".","3.2",".",".",".",".",".",".",".","."
"","014
100","33","2.833","21.2","15.2","18.2",".","45.5",".",".",".",".",".",".",".",".",".",".","."
"Introductory Accounting","Course Total","431","2.708","20.2","6.0","32.7","2.1","29.5","6.0","3.2","0.2",".",".",".",".",".",".",".","."
"","211
001","36","2.764","16.7","22.2","22.2","8.3","16.7","11.1","2.8",".",".",".",".",".",".",".",".","."
"","002
211","36","2.931","22.2","8.3","30.6","22.2","13.9",".","2.8",".",".",".",".",".",".",".",".","."
"","003
211","37","2.743","18.9","2.7","35.1","16.2","16.2","10.8",".",".",".",".",".",".",".",".",".","."
"","211
004","37","2.770","10.8","10.8","40.5","8.1","24.3","5.4",".",".",".",".",".",".",".",".",".","."
"","211
005","35","2.771","11.4","11.4","28.6","22.9","22.9","2.9",".",".",".",".",".",".",".",".",".","."
"","211
006","38","2.934","18.4","7.9","39.5","15.8","15.8","2.6",".",".",".",".",".",".",".",".",".","."
"","211
007","27","3.037","29.6","14.8","22.2","7.4","22.2","3.7",".",".",".",".",".",".",".",".",".","."
"","008
211","37","3.095","18.9","24.3","32.4","5.4","18.9",".",".",".",".",".",".",".",".",".",".","."
"","211
009","34","3.029","17.6","14.7","41.2","14.7","8.8","2.9",".",".",".",".",".",".",".",".",".","."
"","010
211","33","3.182","18.2","24.2","42.4","6.1","9.1",".",".",".",".",".",".",".",".",".",".","."
"Prin of Managerial Acctg","Course Total","350","2.920","18.0","14.0","33.7","12.9","16.9","4.0","0.6",".",".",".",".",".",".",".",".","."
"","300
001","36","2.671","25.0","11.1","13.9","13.9","13.9","16.7","2.8",".",".",".",".",".",".","2.8",".","."
"","300
002","38","2.553","21.1","5.3","21.1",".","39.5","10.5","2.6",".",".",".",".",".",".",".",".","."
"","300
003","37","2.653","10.8","2.7","37.8","16.2","24.3","2.7","2.7","2.7",".",".",".",".",".",".",".","."
"","300
004","39","2.590","7.7","10.3","41.0","5.1","20.5","15.4",".",".",".",".",".",".",".",".",".","."
"Accounting Principles","Course Total","150","2.615","16.0","7.3","28.7","8.7","24.7","11.3","2.0","0.7",".",".",".",".",".","0.7",".","."
"","001
301","46","3.054","26.1","6.5","41.3","8.7","15.2","2.2",".",".",".",".",".",".",".",".",".","."
"","002
301","44","3.011","20.5","13.6","38.6","6.8","18.2","2.3",".",".",".",".",".",".",".",".",".","."
"","301
003","37","2.973","13.5","8.1","51.4","13.5","13.5",".",".",".",".",".",".",".",".",".",".","."
"","301
004","39","3.064","20.5","10.3","41.0","17.9","10.3",".",".",".",".",".",".",".",".",".",".","."
"","005
301","24","2.729","20.8","8.3","33.3","12.5","12.5","4.2","8.3",".",".",".",".",".",".",".",".","."
"Intermediate Accounting I","Course Total","190","2.989","20.5","9.5","41.6","11.6","14.2","1.6","1.1",".",".",".",".",".",".",".",".","."
"","302
001","21","3.167","28.6",".","57.1","4.8","9.5",".",".",".",".",".",".",".",".",".",".","."
"","302
002","26","2.720","23.1",".","30.8","7.7","26.9","3.8","3.8","3.8",".",".",".",".",".",".",".","."
"","302
003","12","2.750","16.7","8.3","25.0","8.3","41.7",".",".",".",".",".",".",".",".",".",".","."
"","004
302","36","3.000","22.2","11.1","44.4",".","19.4",".","2.8",".",".",".",".",".",".",".",".","."
"Intermediate Accounting II","Course Total","95","2.931","23.2","5.3","41.1","4.2","22.1","1.1","2.1","1.1",".",".",".",".",".",".",".","."
"","310
001","25","3.200","28.0","16.0","40.0","8.0","4.0","4.0",".",".",".",".",".",".",".",".",".","."
"","002
310","43","3.279","23.3","34.9","25.6","11.6","2.3","2.3",".",".",".",".",".",".",".",".",".","."
"","310
003","42","3.393","38.1","19.0","33.3","2.4","7.1",".",".",".",".",".",".",".",".",".",".","."
"March 29, 2013","","","","","","","","","","","","","","","","","","","Page 52 of 373"
