"ALS","","","","","","","","","","","","","","","","","","","","","",""
"AGRICULTURAL AND APPLIED E Section","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"108
A A E","","","","","","","","","","","","","","","","","","","","","",""
"A A E
Dept. Total
108","403","3.228","27.8","26.1","23.3","8.2","10.4","1.5","",".","1.5","",".",".","",".","0.7","",".",".",".","0.5"
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"108
A A E","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","53","3.025","17.0","28.3","24.5","15.1","9.4","5.7","",".",".","",".",".","",".",".","",".",".",".","."
"Sophomore","61","3.103","24.6","21.3","27.9","9.8","14.8","1.6","",".",".","",".",".","",".",".","",".",".",".","."
"Junior","89","3.137","16.9","31.5","25.8","12.4","12.4",".","",".",".","",".",".","",".",".","",".",".",".","1.1"
"Senior","116","3.155","24.1","25.9","26.7","6.0","14.7","1.7","",".","0.9","",".",".","",".",".","",".",".",".","."
"Undergraduates","319","3.119","21.0","27.0","26.3","10.0","13.2","1.9","",".","0.3","",".",".","",".",".","",".",".",".","0.3"
"Special","14","3.488","35.7","21.4","35.7",".",".",".","",".",".","",".",".","",".",".","",".",".",".","7.1"
"Graduate","70","3.722","57.1","22.9","7.1","1.4",".",".","",".","7.1","",".",".","",".","4.3","",".",".",".","."
"Dept. Total","403","3.228","27.8","26.1","23.3","8.2","10.4","1.5","",".","1.5","",".",".","",".","0.7","",".",".",".","0.5"
