"COMPUTER SCIENCES","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"266
COMP SCI","","","","","","","","","","","","","","","","","","",""
"","110
001","18","",".",".",".",".",".",".",".",".",".","83.3","5.6",".",".","11.1",".","."
"","110
002","23","",".",".",".",".",".",".",".",".",".","65.2","17.4",".",".","17.4",".","."
"","003
110","23","",".",".",".",".",".",".",".",".",".","95.7","4.3",".",".",".",".","."
"","110
004","26","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","110
005","24","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","110
006","26","",".",".",".",".",".",".",".",".",".","92.3","7.7",".",".",".",".","."
"","110
007","25","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","110
008","25","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","110
009","26","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","110
010","24","",".",".",".",".",".",".",".",".",".","87.5","12.5",".",".",".",".","."
"","110
011","23","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","110
012","24","",".",".",".",".",".",".",".",".",".","83.3","12.5",".",".","4.2",".","."
"","013
110","24","",".",".",".",".",".",".",".",".",".","91.7","8.3",".",".",".",".","."
"","014
110","24","",".",".",".",".",".",".",".",".",".","91.7","4.2",".",".","4.2",".","."
"","110
015","23","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Intro Computer Programming","Course Total","358","",".",".",".",".",".",".",".",".",".","93.0","4.7",".",".","2.2",".","."
"","132
001","232","3.067","22.8","22.8","25.0","11.6","9.5","3.0","2.2","2.2","0.9",".",".",".",".",".",".","."
"","132
002","204","3.109","25.5","14.2","31.9","12.7","11.3",".","1.5","2.5","0.5",".",".",".",".",".",".","."
"","003
132","229","3.303","29.3","22.7","33.6","7.4","4.8","0.4","0.4","1.3",".",".",".",".",".",".",".","."
"","132
004","206","3.179","20.4","21.4","42.7","9.2","3.4","0.5","1.5","1.0",".",".",".",".",".",".",".","."
"Using Computers","Course Total","871","3.166","24.6","20.4","33.1","10.2","7.2","1.0","1.4","1.7","0.3",".",".",".",".",".",".","."
"","302
001","22","2.725","9.1","9.1","40.9","13.6","9.1","4.5","4.5","9.1",".",".",".",".",".",".",".","."
"","302
002","21","2.650","23.8","9.5","19.0","9.5","19.0","4.8","9.5","4.8",".",".",".",".",".",".",".","."
"","302
003","22","2.795","22.7","22.7","18.2","9.1","9.1","13.6","4.5",".",".",".",".",".",".",".",".","."
"","302
004","21","2.905","38.1","14.3","4.8","14.3","14.3","9.5","4.8",".",".",".",".",".",".",".",".","."
"","005
302","23","2.739","21.7","13.0","26.1","13.0","13.0","4.3","8.7",".",".",".",".",".",".",".",".","."
"","006
302","16","2.531","6.3","18.8","12.5","37.5","12.5","6.3","6.3",".",".",".",".",".",".",".",".","."
"","302
008","20","2.300","20.0",".","15.0","20.0","20.0","15.0","10.0",".",".",".",".",".",".",".",".","."
"","302
009","15","2.700","20.0","20.0","20.0","13.3","13.3",".","13.3",".",".",".",".",".",".",".",".","."
"","302
010","22","2.909","13.6","18.2","31.8","18.2","13.6","4.5",".",".",".",".",".",".",".",".",".","."
"","011
302","19","3.105","42.1","5.3","15.8","15.8","15.8","5.3",".",".",".",".",".",".",".",".",".","."
"","302
012","21","2.881","28.6","14.3","14.3","9.5","23.8","9.5",".",".",".",".",".",".",".",".",".","."
"","013
302","23","2.804","17.4","17.4","17.4","30.4","8.7","4.3","4.3",".",".",".",".",".",".",".",".","."
"","015
302","21","2.429","19.0","19.0","14.3","9.5","9.5","14.3","14.3",".",".",".",".",".",".",".",".","."
"","302
016","16","2.719","12.5","12.5","31.3","18.8","18.8",".","6.3",".",".",".",".",".",".",".",".","."
"","302
017","20","2.550","30.0","5.0","10.0","25.0","10.0","5.0","15.0",".",".",".",".",".",".",".",".","."
"","019
302","23","2.761","21.7","13.0","17.4","17.4","21.7","4.3","4.3",".",".",".",".",".",".",".",".","."
"","302
022","21","2.738","23.8","9.5","19.0","4.8","33.3","9.5",".",".",".",".",".",".",".",".",".","."
"","302
025","19","3.500","52.6","15.8","15.8","10.5","5.3",".",".",".",".",".",".",".",".",".",".","."
"","026
302","24","2.813","33.3","20.8","8.3",".","25.0",".","12.5",".",".",".",".",".",".",".",".","."
"","302
030","20","2.575","15.0","20.0","15.0","15.0","20.0","5.0","10.0",".",".",".",".",".",".",".",".","."
"","302
031","17","2.471","29.4","5.9","11.8","5.9","23.5","11.8","11.8",".",".",".",".",".",".",".",".","."
"","063
302","19","2.833","26.3","15.8","10.5","15.8","15.8","5.3","5.3","5.3",".",".",".",".",".",".",".","."
"","302
070","9","3.000","11.1","11.1","55.6","11.1","11.1",".",".",".",".",".",".",".",".",".",".","."
"Algebraic Language Program","Course Total","454","2.756","23.8","13.7","18.5","14.5","16.1","6.2","6.4","0.9",".",".",".",".",".",".",".","."
