"LAW","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"528
LAW","","","","","","","","","","","","","","","","","","",""
"Jurisprudence","829
001","28","3.768","67.9","21.4","7.1","3.6",".",".",".",".",".",".",".",".",".",".",".","."
"Land Use Controls","830
001","36","3.765","58.3","27.8","8.3",".",".",".",".","5.6",".",".",".",".",".",".",".","."
"Mod American Legal History","831
001","61","3.396","27.9","13.1","31.1","6.6",".",".",".","21.3",".",".",".",".",".",".",".","."
"Remedies","839
001","44","3.500","20.5","25.0","15.9","2.3",".",".",".","36.4",".",".",".",".",".",".",".","."
"Taxation of Trusts&Estates","844
001","16","3.357","25.0","6.3","6.3",".",".","6.3",".","50.0",".",".",".",".",".",".","6.3","."
"Environ Law & Institutions","848
001","27","3.615","55.6","14.8","22.2",".","3.7",".",".","3.7",".",".",".",".",".",".",".","."
"","850
001","44","3.500","45.5","9.1","45.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","850
002","38","3.357","31.6","15.8","31.6","13.2",".",".",".","7.9",".",".",".",".",".",".",".","."
"","003
850","16","3.750","56.3","37.5","6.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","850
004","12","3.667","50.0","33.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","850
005","10","3.650","50.0","30.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professnl Responsibilities","Course Total","120","3.518","43.3","19.2","30.8","4.2",".",".",".","2.5",".",".",".",".",".",".",".","."
"","001
852","13","3.962","92.3","7.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","852
002","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","852
004","10","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","852
005","19","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","852
006","10","3.900","80.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","852
007","12","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Trial Advocacy","Course Total","69","3.907","40.6","10.1",".",".",".",".",".","49.3",".",".",".",".",".",".",".","."
"","854
001","41","3.500",".","2.4",".",".",".",".",".","97.6",".",".",".",".",".",".",".","."
"","854
002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","854
003","13","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","854
004","20","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","854
005","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","854
006","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Clinical Program","Course Total","84","3.500",".","1.2",".",".",".",".",".","98.8",".",".",".",".",".",".",".","."
"Collctv Bargng-Negotn Proc","857
001","9","3.778","55.6","44.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Criminal Procedure","860
001","24","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Institutionalized Persons","862
001","48","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Internatl Trade & Investmnt","871
001","16","3.469","43.8","12.5","37.5","6.3",".",".",".",".",".",".",".",".",".",".",".","."
"Wis Environmntl Law Journal","894
001","33","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Wisconsin Internl Law Journ","895
001","59","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Womens Law Journal","896
001","21","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Law Review","899
001","71","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","904
001","17","3.844","70.6","17.6","5.9",".",".",".",".","5.9",".",".",".",".",".",".",".","."
"","904
002","16","3.813","75.0","12.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Constitutional Law Seminar","Course Total","33","3.828","72.7","15.2","9.1",".",".",".",".","3.0",".",".",".",".",".",".",".","."
"Bioethics and the Law","905
001","22","3.719","45.5","13.6","13.6",".",".",".",".","22.7",".",".",".",".",".",".",".","4.5"
"Seminar-Psychiatry and Law","911
001","11","3.800","63.6","18.2","9.1",".",".",".",".",".",".",".",".",".",".",".","9.1","."
"Problems: Intl Law Seminar","918
001","16","3.719","62.5","18.8","18.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"The Holocaust:Facts, Trials","919
001","17","3.588","35.3","52.9","5.9","5.9",".",".",".",".",".",".",".",".",".",".",".","."
"Torts II","936
001","25","3.587","44.0","20.0","28.0",".",".",".",".","8.0",".",".",".",".",".",".",".","."
"","940
001","15","3.567","33.3","53.3","6.7","6.7",".",".",".",".",".",".",".",".",".",".",".","."
"March 29, 2013","","","","","","","","","","","","","","","","","","Page 313 of 373",""
