"","999
022","1","***","","","","","","","","","",".",".","",".",".","",".",".","."
"","999
027","2","***","","","","","","","","","",".",".","",".",".","",".",".","."
"","999
039","3","***","","","","","","","","","",".",".","",".",".","",".",".","."
"Independent Work","Course Total","16","3.859","50.0","18.8",".",".",".",".",".","31.3",".",".","",".",".","",".",".",".","."
"POLI SCI
778","Dept. Total","3792","3.067","19.3","24.5","28.4","12.3","9.8","2.3","1.1","1.3","0.1","0.1","",".","0.5","",".","0.2","0.1","0.2"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"778
POLI SCI","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","701","2.880","13.1","21.5","29.0","15.4","14.8","3.9","1.9",".",".",".","",".",".","",".","0.4",".","."
"Sophomore","","1017","3.020","14.7","23.1","34.6","12.6","12.8","1.7","0.6",".",".",".","",".",".","",".",".",".","."
"Junior","","876","3.054","17.7","26.6","28.9","13.1","8.2","2.9","1.7","0.5",".","0.1","",".",".","",".","0.2",".","0.1"
"Senior","","912","3.152","21.3","26.9","27.2","12.4","7.1","2.0","0.8","1.4","0.1","0.2","",".","0.2","",".","0.2",".","0.2"
"Undergraduates","","3506","3.034","16.8","24.6","30.1","13.2","10.6","2.5","1.2","0.5","0.0","0.1","",".","0.1","",".","0.2",".","0.1"
"Special","","27","3.282","25.9","18.5","29.6","3.7",".","3.7",".","11.1",".",".","",".",".","",".",".","7.4","."
"Graduate","","257","3.787","51.4","22.6","4.7","0.4",".",".",".","11.3","1.2",".","",".","6.2","",".",".",".","2.3"
"Prof Yr 3","","2","3.750","50.0","50.0",".",".",".",".",".",".",".",".","",".",".","",".",".",".","."
"Professionals","","2","3.750","50.0","50.0",".",".",".",".",".",".",".",".","",".",".","",".",".",".","."
"","Dept. Total","3792","3.067","19.3","24.5","28.4","12.3","9.8","2.3","1.1","1.3","0.1","0.1","",".","0.5","",".","0.2","0.1","0.2"
