"TERM : 0972","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","Office of the Registrar","",""
"Fall 1996-97","","","","","","","","","","","","","","","","","","","","Institutional Reporting","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","",""
"ALS","","","","","","","","","","","","","","","","","","","","","",""
"BIOLOGICAL SYSTEMS ENGINE","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"112
BSE","","","","","","","","","","","","","","","","","","","","","",""
"BSE
112","Dept. Total","268","2.933","21.3","12.3","26.1","9.3","22.8","1.9","2.2","1.5","",".",".","",".","0.7","",".","1.5","0.4","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"112
BSE","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","4","2.167",".",".",".","25.0","50.0",".",".",".","",".",".","",".",".","",".","25.0",".","."
"Sophomore","","25","2.742","4.0","12.0","32.0","12.0","32.0","4.0","4.0",".","",".",".","",".",".","",".",".",".","."
"Junior","","49","2.766","12.2","8.2","30.6","8.2","26.5","2.0","4.1","2.0","",".",".","",".",".","",".","6.1",".","."
"Senior","","163","2.868","22.7","15.3","25.8","10.4","22.1","1.8","1.8",".","",".",".","",".",".","",".",".",".","."
"Undergraduates","","241","2.839","18.3","13.3","27.0","10.4","24.5","2.1","2.5","0.4","",".",".","",".",".","",".","1.7",".","."
"Special","","4","2.429",".",".","25.0",".","50.0",".",".",".","",".",".","",".",".","",".",".","25.0","."
"Graduate","","23","3.781","56.5","4.3","17.4",".",".",".",".","13.0","",".",".","",".","8.7","",".",".",".","."
"","Dept. Total","268","2.933","21.3","12.3","26.1","9.3","22.8","1.9","2.2","1.5","",".",".","",".","0.7","",".","1.5","0.4","."
