"ALS","","","","","","","","","","","","","","","","","","","","","","",""
"MOLECULAR & ENVIRONMENTA Section","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"362
M&ENVTOX","","","","","","","","","","","","","","","","","","","","","","",""
"M&ENVTOX
Dept. Total
362","246","3.468","22.0","17.5","22.8","8.9","3.3","",".","",".","22.4","",".",".","",".","2.4","",".","0.4",".","0.4"
"Summary by Level","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"362
M&ENVTOX","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","13","2.885",".","30.8","38.5","7.7","23.1","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Junior","40","3.038","12.5","20.0","37.5","22.5","7.5","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Senior","67","3.066","4.5","31.3","41.8","17.9","3.0","",".","",".",".","",".",".","",".",".","",".","1.5",".","."
"Undergraduates","120","3.037","6.7","27.5","40.0","18.3","6.7","",".","",".",".","",".",".","",".",".","",".","0.8",".","."
"Special","12","3.300",".","50.0","16.7",".",".","",".","",".","25.0","",".",".","",".",".","",".",".",".","8.3"
"Graduate","114","3.861","40.4","3.5","5.3",".",".","",".","",".","45.6","",".",".","",".","5.3","",".",".",".","."
"Dept. Total","246","3.468","22.0","17.5","22.8","8.9","3.3","",".","",".","22.4","",".",".","",".","2.4","",".","0.4",".","0.4"
