"","999
034","2","***","","","","","","","","","",".",".","",".",".","",".",".","."
"","999
035","1","***","","","","","","","","","",".",".","",".",".","",".",".","."
"","999
059","1","***","","","","","","","","","",".",".","",".",".","",".",".","."
"","999
062","1","***","","","","","","","","","",".",".","",".",".","",".",".","."
"Reading and Research","Course Total","10","3.760","80.0",".","20.0",".",".",".",".",".",".",".","",".",".","",".",".",".","."
"ANTHRO
156","Dept. Total","1920","3.034","27.0","17.2","23.0","9.8","13.2","4.4","1.8","2.5","0.1",".","",".","0.5","",".","0.2","0.2","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"156
ANTHRO","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","423","2.654","10.4","14.9","25.3","15.6","24.3","6.9","2.1",".",".",".","",".",".","",".","0.5",".","."
"Sophomore","","361","2.868","21.1","16.6","24.1","14.1","15.2","5.3","3.3",".",".",".","",".",".","",".","0.3",".","."
"Junior","","457","3.075","27.8","20.1","25.8","7.2","11.4","5.0","2.0","0.4",".",".","",".",".","",".","0.2",".","."
"Senior","","471","3.169","28.2","21.4","26.1","8.1","9.1","2.8","1.1","2.8","0.2",".","",".",".","",".",".",".","0.2"
"Undergraduates","","1712","2.951","22.2","18.5","25.4","11.0","14.8","4.9","2.0","0.9","0.1",".","",".",".","",".","0.2",".","0.1"
"Special","","14","3.833","50.0","7.1","7.1",".",".",".",".","21.4",".",".","",".",".","",".",".","14.3","."
"Graduate","","193","3.903","67.9","6.7","2.6","0.5","0.5",".",".","15.5",".",".","",".","5.2","",".",".","0.5","0.5"
"Prof Yr 1","","1","3.000",".",".","100.0",".",".",".",".",".",".",".","",".",".","",".",".",".","."
"Professionals","","1","3.000",".",".","100.0",".",".",".",".",".",".",".","",".",".","",".",".",".","."
"","Dept. Total","1920","3.034","27.0","17.2","23.0","9.8","13.2","4.4","1.8","2.5","0.1",".","",".","0.5","",".","0.2","0.2","0.1"
