"","990
066","1","***","","","","","","","","","","","",".",".","",".",".","",".",".","."
"","990
072","1","***","","","","","","","","","","","",".",".","",".",".","",".",".","."
"","990
073","1","***","","","","","","","","","","","",".",".","",".",".","",".",".","."
"","990
074","3","***","","","","","","","","","","","",".",".","",".",".","",".",".","."
"Research","Course Total","77","3.961","84.4",".","1.3",".",".",".","",".","6.5","",".",".","",".","7.8","",".",".",".","."
"AHABS
952","Dept. Total","258","3.539","48.1","19.0","18.6","2.3","5.8","1.2","",".","2.7","",".",".","",".","2.3","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"952
AHABS","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","47","3.277","17.0","51.1","19.1",".","10.6","2.1","",".",".","",".",".","",".",".","",".",".",".","."
"Sophomore","","8","3.364","50.0",".","50.0",".",".",".","",".",".","",".",".","",".",".","",".",".",".","."
"Junior","","23","2.652","21.7","8.7","30.4","13.0","21.7","4.3","",".",".","",".",".","",".",".","",".",".",".","."
"Senior","","22","2.761","9.1","18.2","36.4","13.6","18.2","4.5","",".",".","",".",".","",".",".","",".",".",".","."
"Undergraduates","","100","2.879","19.0","30.0","28.0","6.0","14.0","3.0","",".",".","",".",".","",".",".","",".",".",".","."
"Special","","8","3.333","25.0","25.0","37.5",".",".",".","",".","12.5","",".",".","",".",".","",".",".",".","."
"Graduate","","148","3.849","68.2","11.5","11.5",".","0.7",".","",".","4.1","",".",".","",".","4.1","",".",".",".","."
"Prof Yr 3","","2","4.000","100.0",".",".",".",".",".","",".",".","",".",".","",".",".","",".",".",".","."
"Professionals","","2","4.000","100.0",".",".",".",".",".","",".",".","",".",".","",".",".","",".",".",".","."
"","Dept. Total","258","3.539","48.1","19.0","18.6","2.3","5.8","1.2","",".","2.7","",".",".","",".","2.3","",".",".",".","."
