"SPANISH (SPANISH AND PORTU Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"912
SPANISH","","","","","","","","","","","","","","","","","","",""
"","203
012","22","3.477","45.5","22.7","18.2","9.1","4.5",".",".",".",".",".",".",".",".",".",".","."
"","203
014","24","3.109","16.7","16.7","45.8","4.2","12.5",".",".","4.2",".",".",".",".",".",".",".","."
"","203
015","25","3.160","36.0","8.0","32.0","8.0","12.0","4.0",".",".",".",".",".",".",".",".",".","."
"","203
016","25","3.292","28.0","20.0","32.0","12.0","4.0",".",".",".",".",".",".",".",".","4.0",".","."
"","203
018","25","3.100","32.0","8.0","28.0","12.0","20.0",".",".",".",".",".",".",".",".",".",".","."
"","203
019","24","3.083","16.7","20.8","37.5","12.5","12.5",".",".",".",".",".",".",".",".",".",".","."
"","020
203","24","3.375","33.3","20.8","37.5","4.2","4.2",".",".",".",".",".",".",".",".",".",".","."
"","022
203","23","3.065","13.0","21.7","47.8","8.7","4.3","4.3",".",".",".",".",".",".",".",".",".","."
"","203
023","25","3.200","16.0","24.0","48.0","8.0","4.0",".",".",".",".",".",".",".",".",".",".","."
"","203
025","23","2.881","17.4","17.4","30.4","4.3","8.7","13.0",".","8.7",".",".",".",".",".",".",".","."
"","026
203","22","2.614","22.7","13.6","9.1","9.1","27.3","18.2",".",".",".",".",".",".",".",".",".","."
"Third Semester Spanish","Course Total","478","3.206","29.7","18.8","30.5","7.5","9.2","2.3","0.4","1.3",".",".",".",".",".","0.2",".","."
"","001
204","21","3.429","33.3","28.6","33.3",".","4.8",".",".",".",".",".",".",".",".",".",".","."
"","204
002","19","2.974","10.5","36.8","31.6",".","15.8",".","5.3",".",".",".",".",".",".",".",".","."
"","204
003","21","3.119","19.0","14.3","42.9","19.0","4.8",".",".",".",".",".",".",".",".",".",".","."
"","204
004","24","2.833","12.5","20.8","20.8","29.2","12.5",".","4.2",".",".",".",".",".",".",".",".","."
"","204
005","22","2.932","22.7","13.6","22.7","18.2","18.2","4.5",".",".",".",".",".",".",".",".",".","."
"","204
006","16","3.156","18.8","6.3","68.8",".","6.3",".",".",".",".",".",".",".",".",".",".","."
"","007
204","19","3.053","26.3","5.3","52.6","5.3",".","10.5",".",".",".",".",".",".",".",".",".","."
"","008
204","16","2.875","12.5","25.0","18.8","25.0","12.5","6.3",".",".",".",".",".",".",".",".",".","."
"","204
009","22","2.725","4.5","22.7","31.8","9.1","13.6","4.5","4.5","9.1",".",".",".",".",".",".",".","."
"","204
010","17","2.647","11.8","11.8","23.5","11.8","35.3","5.9",".",".",".",".",".",".",".",".",".","."
"","204
011","22","2.614","9.1","13.6","40.9","9.1","13.6","4.5","9.1",".",".",".",".",".",".",".",".","."
"","012
204","21","2.690","19.0","9.5","28.6","23.8",".","14.3","4.8",".",".",".",".",".",".",".",".","."
"","204
013","24","3.750","70.8","8.3","20.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","204
014","24","3.021","16.7","12.5","45.8","8.3","16.7",".",".",".",".",".",".",".",".",".",".","."
"","204
015","20","3.500","40.0","20.0","30.0","5.0",".",".",".","5.0",".",".",".",".",".",".",".","."
"","204
016","15","3.067","20.0","6.7","53.3","6.7","13.3",".",".",".",".",".",".",".",".",".",".","."
"","204
017","23","3.130","21.7","21.7","43.5","4.3","4.3",".","4.3",".",".",".",".",".",".",".",".","."
"","204
018","17","2.500",".","5.9","58.8",".","23.5","5.9","5.9",".",".",".",".",".",".",".",".","."
"","204
019","17","3.125","23.5","29.4","17.6","5.9","11.8","5.9",".","5.9",".",".",".",".",".",".",".","."
"","020
204","22","3.024","40.9","13.6","22.7",".","4.5",".","13.6","4.5",".",".",".",".",".",".",".","."
"","204
021","18","3.694","55.6","27.8","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","204
022","22","3.386","36.4","31.8","18.2",".","13.6",".",".",".",".",".",".",".",".",".",".","."
"","204
023","17","3.206","23.5","17.6","47.1",".","11.8",".",".",".",".",".",".",".",".",".",".","."
"Fourth Semester Spanish","Course Total","459","3.068","24.4","17.6","33.8","8.1","10.0","2.6","2.4","1.1",".",".",".",".",".",".",".","."
"Spanish for Spanish Speaker","206
001","13","2.808","38.5","7.7","30.8",".",".","7.7","15.4",".",".",".",".",".",".",".",".","."
"","220
001","19","3.289","47.4","15.8","21.1",".","10.5",".","5.3",".",".",".",".",".",".",".",".","."
"","220
002","20","2.975","25.0","5.0","30.0","20.0","20.0",".",".",".",".",".",".",".",".",".",".","."
"","003
220","18","3.917","88.9","5.6","5.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","004
220","24","3.391","41.7","16.7","29.2",".","4.2","4.2",".",".",".",".",".",".",".",".",".","4.2"
"Elem Survey-Spanish Am Lit","Course Total","81","3.381","49.4","11.1","22.2","4.9","8.6","1.2","1.2",".",".",".",".",".",".",".",".","1.2"
"","221
001","18","3.333","44.4","16.7","27.8","5.6",".",".","5.6",".",".",".",".",".",".",".",".","."
"","221
002","15","3.600","40.0","40.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Elem Survey of Spanish Lit","Course Total","33","3.455","42.4","27.3","24.2","3.0",".",".","3.0",".",".",".",".",".",".",".",".","."
