"ART DEPARTMENT","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"168
ART","","","","","","","","","","","","","","","","","","","",""
"912","021","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"912","042","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"912","058","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Adv Research-Drawing","Course Total","","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"914","020","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"914","034","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"914","057","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"914","058","","16","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Research-Sculpture","Course Total","","38","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"922","002","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"922","018","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"922","021","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"922","027","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"922","046","","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"922","057","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"922","058","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Research-Painting","Course Total","","49","3.988","98.0","2.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"924","003","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"924","076","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Research-Ceramics","Course Total","","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"944","008","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"944","031","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Adv Research-Art Metal","Course Total","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"996","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"996","007","","15","3.952","86.7","13.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"996","011","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"996","012","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"996","021","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"996","032","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"996","058","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"996","067","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"996","071","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Research-Graphics","Course Total","","43","3.981","95.3","4.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"999","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","004","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"999","008","","8","3.912","87.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"999","013","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"999","018","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"999","020","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"999","025","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"999","031","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"999","034","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"999","042","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","044","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","045","","8","3.825","75.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"March 29, 2013","","","","","","","","","","","","","","","","","","","","Page 77 of 373"
