"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"237
MARKETNG","","","","","","","","","","","","","","","","","","","","","","",""
"PhD Thesis-Marketing","Course Total","13","4.000","38.5",".",".",".",".",".","",".","46.2","",".",".","",".","7.7","",".",".",".","7.7"
"Readng & Rsch-Marketing PhD","999
025","1","***","","","","","","","","","","","",".",".","",".",".","",".",".","."
"MARKETNG
237","Dept. Total","1284","3.374","28.7","30.1","28.4","6.9","3.2","0.2","",".","2.1","",".",".","",".","0.1","",".","0.1","0.1","0.2"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"237
MARKETNG","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","2","3.000",".",".","100.0",".",".",".","",".",".","",".",".","",".",".","",".",".",".","."
"Junior","","339","3.321","20.6","34.2","35.1","8.6","0.9","0.3","",".",".","",".",".","",".",".","",".","0.3",".","."
"Senior","","656","3.317","29.0","26.8","29.7","8.2","5.6","0.3","",".","0.2","",".",".","",".",".","",".",".","0.2","."
"Undergraduates","","997","3.318","26.1","29.3","31.7","8.3","4.0","0.3","",".","0.1","",".",".","",".",".","",".","0.1","0.1","."
"Special","","35","3.529","34.3","37.1","22.9","2.9",".",".","",".","2.9","",".",".","",".",".","",".",".",".","."
"Graduate","","247","3.598","38.1","32.4","16.2","1.6","0.4",".","",".","10.1","",".",".","",".","0.4","",".",".",".","0.8"
"Prof Yr 2","","3","3.500","33.3","33.3","33.3",".",".",".","",".",".","",".",".","",".",".","",".",".",".","."
"Prof Yr 3","","2","3.750","50.0","50.0",".",".",".",".","",".",".","",".",".","",".",".","",".",".",".","."
"Professionals","","5","3.600","40.0","40.0","20.0",".",".",".","",".",".","",".",".","",".",".","",".",".",".","."
"","Dept. Total","1284","3.374","28.7","30.1","28.4","6.9","3.2","0.2","",".","2.1","",".",".","",".","0.1","",".","0.1","0.1","0.2"
