"","990
050","1","***","","","","","","","","","",".",".","",".","",".","",".",".","."
"","990
053","1","***","","","","","","","","","",".",".","",".","",".","",".",".","."
"","990
055","1","***","","","","","","","","","",".",".","",".","",".","",".",".","."
"","990
056","2","***","","","","","","","","","",".",".","",".","",".","",".",".","."
"Research","Course Total","61","3.981","95.1","1.6","1.6",".",".",".",".",".","1.6",".","",".","",".","",".",".",".","."
"PSYCH
820","Dept. Total","4625","2.973","29.3","15.4","19.3","11.4","17.8","4.6","1.6","0.3","0.0",".","",".","",".","",".","0.2","0.1","0.0"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"820
PSYCH","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","1098","2.569","13.2","12.1","18.5","14.8","29.3","9.7","2.1","0.1",".",".","",".","",".","",".","0.1",".","."
"Sophomore","","1191","2.908","24.3","14.4","22.2","11.8","20.5","5.0","1.4","0.1",".",".","",".","",".","",".","0.3",".","."
"Junior","","1041","3.046","30.1","18.5","19.7","12.6","13.8","3.1","1.8","0.1",".",".","",".","",".","",".","0.3",".","."
"Senior","","982","3.263","40.5","18.0","19.0","8.8","10.4","1.4","1.0","0.8",".",".","",".","",".","",".",".",".","."
"Undergraduates","","4312","2.934","26.6","15.7","19.9","12.1","18.8","4.9","1.6","0.3",".",".","",".","",".","",".","0.2",".","."
"Special","","55","3.149","47.3","9.1","16.4","5.5","9.1","1.8","5.5",".",".",".","",".","",".","",".",".","5.5","."
"Graduate","","258","3.742","72.1","12.8","10.1","1.2","1.6","0.4",".","0.8","0.4",".","",".","",".","",".","0.4",".","0.4"
"","Dept. Total","4625","2.973","29.3","15.4","19.3","11.4","17.8","4.6","1.6","0.3","0.0",".","",".","",".","",".","0.2","0.1","0.0"
