"SPANISH (SPANISH AND PORTU Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"912
SPANISH","","","","","","","","","","","","","","","","","","",""
"","101
001","22","3.727","63.6","22.7","9.1","4.5",".",".",".",".",".",".",".",".",".",".",".","."
"","101
003","21","3.095","19.0","19.0","42.9","9.5","4.8","4.8",".",".",".",".",".",".",".",".",".","."
"","101
004","20","3.132","45.0","10.0","10.0","5.0","20.0",".","5.0","5.0",".",".",".",".",".",".",".","."
"","101
005","21","3.333","19.0","38.1","38.1",".","4.8",".",".",".",".",".",".",".",".",".",".","."
"","101
006","23","3.045","17.4","30.4","13.0","13.0","21.7",".",".","4.3",".",".",".",".",".",".",".","."
"","007
101","24","3.396","33.3","33.3","20.8","4.2","8.3",".",".",".",".",".",".",".",".",".",".","."
"","101
008","21","3.881","85.7","4.8","9.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","009
101","21","3.286","42.9","19.0","14.3","19.0",".",".","4.8",".",".",".",".",".",".",".",".","."
"","101
011","22","3.476","36.4","45.5","9.1",".",".",".","4.5","4.5",".",".",".",".",".",".",".","."
"","012
101","24","3.261","33.3","12.5","33.3","4.2","12.5",".",".","4.2",".",".",".",".",".",".",".","."
"","101
013","23","3.348","34.8","26.1","21.7","8.7","8.7",".",".",".",".",".",".",".",".",".",".","."
"","014
101","21","2.857","33.3","23.8","4.8","14.3","9.5",".","14.3",".",".",".",".",".",".",".",".","."
"","101
015","22","3.250","50.0","18.2","9.1","4.5","9.1","4.5","4.5",".",".",".",".",".",".",".",".","."
"","101
016","24","3.083","25.0","12.5","33.3","12.5","16.7",".",".",".",".",".",".",".",".",".",".","."
"","101
017","20","3.300","45.0","15.0","5.0","25.0","10.0",".",".",".",".",".",".",".",".",".",".","."
"","101
018","24","3.438","41.7","12.5","37.5","8.3",".",".",".",".",".",".",".",".",".",".",".","."
"","101
019","21","3.333","52.4","4.8","19.0","14.3","4.8","4.8",".",".",".",".",".",".",".",".",".","."
"","101
020","22","3.568","59.1","18.2","13.6","4.5",".","4.5",".",".",".",".",".",".",".",".",".","."
"","021
101","21","3.125","33.3","19.0","19.0","4.8","14.3",".","4.8","4.8",".",".",".",".",".",".",".","."
"First Year Spanish","Course Total","417","3.314","40.3","20.4","19.4","8.2","7.7","1.0","1.9","1.2",".",".",".",".",".",".",".","."
"","102
001","19","2.605","10.5","10.5","42.1","5.3","15.8","10.5","5.3",".",".",".",".",".",".",".",".","."
"","102
002","22","2.795","9.1","9.1","50.0","13.6","9.1","9.1",".",".",".",".",".",".",".",".",".","."
"","102
003","18","2.472","5.6","5.6","44.4","11.1","16.7","11.1","5.6",".",".",".",".",".",".",".",".","."
"","102
005","20","2.850","15.0","15.0","25.0","15.0","30.0",".",".",".",".",".",".",".",".",".",".","."
"","102
006","22","2.455","4.5","13.6","31.8","4.5","31.8","9.1","4.5",".",".",".",".",".",".",".",".","."
"","007
102","21","2.857","14.3","9.5","33.3","19.0","23.8",".",".",".",".",".",".",".",".",".",".","."
"","102
008","21","2.905","9.5","23.8","33.3","4.8","28.6",".",".",".",".",".",".",".",".",".",".","."
"","102
010","22","2.659","4.5","9.1","40.9","13.6","27.3","4.5",".",".",".",".",".",".",".",".",".","."
"","011
102","21","2.976","14.3","14.3","33.3","28.6","9.5",".",".",".",".",".",".",".",".",".",".","."
"","102
012","21","3.000","19.0","19.0","38.1",".","19.0","4.8",".",".",".",".",".",".",".",".",".","."
"","102
014","20","2.342","5.0","5.0","25.0","20.0","20.0","20.0",".",".","5.0",".",".",".",".",".",".","."
"","102
015","20","2.400","5.0","15.0","30.0","15.0","15.0","10.0","10.0",".",".",".",".",".",".",".",".","."
"","102
016","21","2.952","9.5","33.3","23.8","14.3","14.3","4.8",".",".",".",".",".",".",".",".",".","."
"","102
017","22","2.500","13.6","9.1","27.3","9.1","13.6","9.1","9.1","4.5","4.5",".",".",".",".",".",".","."
"","018
102","19","2.789","5.3","15.8","36.8","15.8","26.3",".",".",".",".",".",".",".",".",".",".","."
"","102
020","17","2.500","5.9","5.9","41.2","5.9","23.5","5.9","5.9","5.9",".",".",".",".",".",".",".","."
"First Year Spanish","Course Total","326","2.699","9.5","13.5","34.7","12.3","20.2","6.1","2.5","0.6","0.6",".",".",".",".",".",".","."
"","203
001","23","2.978","21.7","26.1","21.7","4.3","17.4","8.7",".",".",".",".",".",".",".",".",".","."
"","203
002","23","3.261","26.1","26.1","30.4","8.7","8.7",".",".",".",".",".",".",".",".",".",".","."
"","203
003","24","3.229","20.8","25.0","37.5","12.5","4.2",".",".",".",".",".",".",".",".",".",".","."
"","203
004","23","3.152","17.4","30.4","34.8",".","17.4",".",".",".",".",".",".",".",".",".",".","."
"","006
203","24","3.283","33.3","8.3","41.7","4.2","8.3",".",".","4.2",".",".",".",".",".",".",".","."
"","203
007","24","3.522","45.8","25.0","12.5","8.3","4.2",".",".","4.2",".",".",".",".",".",".",".","."
"","203
008","25","3.180","44.0","4.0","36.0","8.0",".",".","8.0",".",".",".",".",".",".",".",".","."
"","203
010","25","3.520","52.0","20.0","16.0","4.0","8.0",".",".",".",".",".",".",".",".",".",".","."
"","203
011","25","3.563","52.0","20.0","12.0","8.0","4.0",".",".","4.0",".",".",".",".",".",".",".","."
"March 29, 2013","","","","","","","","","","","","","","","","","","Page 293 of 373",""
