"","990
013","2","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"","990
017","2","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"Thesis Research","Course Total","13","4.000","7.7",".",".",".",".",".",".","76.9","",".",".","",".","15.4","",".",".",".","."
"Independent Research","999
007","1","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"E ASIAN
295","Dept. Total","555","3.208","28.8","24.1","19.3","9.7","7.2","2.3","1.4","5.8","",".","0.5","",".","0.4","",".","0.2",".","0.2"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"295
E ASIAN","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","59","3.115","28.8","25.4","18.6","10.2","6.8","6.8","3.4",".","",".",".","",".",".","",".",".",".","."
"Sophomore","","111","3.102","22.5","21.6","27.0","15.3","4.5","3.6","1.8","2.7","",".","0.9","",".",".","",".",".",".","."
"Junior","","140","3.098","25.0","23.6","20.7","12.1","12.1","2.1","2.1","0.7","",".","0.7","",".",".","",".","0.7",".","."
"Senior","","136","3.244","30.1","17.6","23.5","8.1","10.3","1.5",".","8.1","",".","0.7","",".",".","",".",".",".","."
"Undergraduates","","446","3.139","26.5","21.5","22.9","11.4","9.0","2.9","1.6","3.4","",".","0.7","",".",".","",".","0.2",".","."
"Special","","12","3.297","50.0","25.0","8.3","8.3",".",".","8.3",".","",".",".","",".",".","",".",".",".","."
"Graduate","","97","3.690","37.1","36.1","4.1","2.1",".",".",".","17.5","",".",".","",".","2.1","",".",".",".","1.0"
"","Dept. Total","555","3.208","28.8","24.1","19.3","9.7","7.2","2.3","1.4","5.8","",".","0.5","",".","0.4","",".","0.2",".","0.2"
