"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","",""
"EDU","","","","","","","","","","","","","","","","","","","",""
"EDU","College Total","12302","3.676","55.0","18.1","10.5","2.3","1.6","0.5","0.5","4.8","0.0","5.7","0.0","0.4","",".","0.3","0.1","0.2"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","","NW","NR","Other"
"EDU","","Grades","GPA","","","","","","","","","","","","","","","","",""
"Freshmen","","868","3.204","34.1","26.7","16.0","6.9","6.2","3.1","2.1","3.9",".",".",".",".","",".","0.9",".","."
"Sophomore","","1425","3.517","45.8","25.5","14.7","3.8","2.7","0.9","1.0","5.3",".",".",".",".","",".","0.2","0.1","0.1"
"Junior","","2049","3.587","47.5","23.8","14.5","2.8","2.3","0.2","0.6","5.2","0.0","2.6",".",".","",".","0.3",".","."
"Senior","","4658","3.663","50.6","17.2","10.9","1.9","1.0","0.4","0.3","4.3","0.0","13.1","0.0",".","",".","0.1","0.0","0.0"
"Undergraduates","","9000","3.584","47.5","20.9","12.8","2.9","2.1","0.7","0.6","4.6","0.0","7.4","0.0",".","",".","0.2","0.0","0.0"
"Special","","601","3.795","61.1","14.5","6.2","0.5","0.8","0.3","0.5","7.5",".","6.0",".",".","",".","0.5","1.8","0.3"
"Graduate","","2689","3.898","78.8","9.2","3.9","0.4","0.1",".","0.0","4.8","0.1","0.1",".","1.7","",".","0.2",".","0.6"
"Prof Yr 1","","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".","",".",".",".","."
"Prof Yr 2","","6","3.833","50.0","16.7","16.7",".",".",".",".",".",".",".",".",".","",".","16.7",".","."
"Prof Yr 3","","5","3.900","60.0","20.0",".",".",".",".",".","20.0",".",".",".",".","",".",".",".","."
"Professionals","","12","3.867","58.3","16.7","8.3",".",".",".",".","8.3",".",".",".",".","",".","8.3",".","."
"","College Total","12302","3.676","55.0","18.1","10.5","2.3","1.6","0.5","0.5","4.8","0.0","5.7","0.0","0.4","",".","0.3","0.1","0.2"
