"COMMUNICATION ARTS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"250
COM ARTS","","","","","","","","","","","","","","","","","","",""
"","100
048","15","2.567","6.7","33.3","33.3",".","6.7",".","20.0",".",".",".",".",".",".",".",".","."
"","100
049","16","3.500","37.5","25.0","37.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to Speech Composition","Course Total","733","3.214","18.8","32.1","32.5","9.0","5.5","0.8","0.7",".",".",".",".",".",".","0.7",".","."
"","105
001","19","3.158","10.5","36.8","26.3","26.3",".",".",".",".",".",".",".",".",".",".",".","."
"","105
002","16","3.344","18.8","56.3","12.5",".","12.5",".",".",".",".",".",".",".",".",".",".","."
"","105
003","14","3.500","21.4","57.1","21.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","105
004","18","3.167","16.7","27.8","38.9","5.6","11.1",".",".",".",".",".",".",".",".",".",".","."
"","105
005","12","3.000","25.0","25.0","16.7","25.0",".",".","8.3",".",".",".",".",".",".",".",".","."
"","105
006","16","3.156",".","37.5","56.3","6.3",".",".",".",".",".",".",".",".",".",".",".","."
"","105
007","17","3.382","11.8","58.8","23.5","5.9",".",".",".",".",".",".",".",".",".",".",".","."
"","105
008","19","3.500","21.1","57.9","10.5","5.3",".",".",".","5.3",".",".",".",".",".",".",".","."
"","105
009","18","3.250","16.7","50.0","22.2",".","5.6","5.6",".",".",".",".",".",".",".",".",".","."
"","105
010","17","3.382","29.4","29.4","35.3",".","5.9",".",".",".",".",".",".",".",".",".",".","."
"","105
011","18","3.500","16.7","66.7","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","105
012","19","3.368","21.1","42.1","26.3","10.5",".",".",".",".",".",".",".",".",".",".",".","."
"","013
105","18","3.500","33.3","50.0","5.6","5.6","5.6",".",".",".",".",".",".",".",".",".",".","."
"","105
014","19","3.474","31.6","31.6","36.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","015
105","15","3.393","33.3","33.3","20.0",".",".","6.7",".","6.7",".",".",".",".",".",".",".","."
"","105
016","19","3.105","15.8","15.8","42.1","26.3",".",".",".",".",".",".",".",".",".",".",".","."
"","105
017","17","3.265","17.6","29.4","41.2","11.8",".",".",".",".",".",".",".",".",".",".",".","."
"","105
018","15","3.500","26.7","40.0","26.7",".",".",".",".",".",".",".",".",".",".","6.7",".","."
"","105
019","14","3.321","21.4","35.7","35.7",".","7.1",".",".",".",".",".",".",".",".",".",".","."
"","020
105","16","3.250","6.3","43.8","43.8","6.3",".",".",".",".",".",".",".",".",".",".",".","."
"","105
021","17","2.971","5.9","17.6","41.2","35.3",".",".",".",".",".",".",".",".",".",".",".","."
"","105
022","19","3.289","21.1","21.1","52.6","5.3",".",".",".",".",".",".",".",".",".",".",".","."
"","023
105","19","3.395","26.3","31.6","36.8","5.3",".",".",".",".",".",".",".",".",".",".",".","."
"","024
105","16","3.250","6.3","43.8","43.8","6.3",".",".",".",".",".",".",".",".",".",".",".","."
"","105
025","13","3.269","23.1","38.5","23.1",".","15.4",".",".",".",".",".",".",".",".",".",".","."
"","105
026","17","3.147","5.9","29.4","52.9","11.8",".",".",".",".",".",".",".",".",".",".",".","."
"","105
027","19","3.263","10.5","47.4","31.6","5.3","5.3",".",".",".",".",".",".",".",".",".",".","."
"Public Speaking","Course Total","456","3.301","18.2","39.0","31.4","7.7","2.4","0.4","0.2","0.4",".",".",".",".",".","0.2",".","."
"Elements of Speech-Honors","181
001","13","3.769","53.8","46.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Directed Study","199
029","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Radio,TV&Film as Mass Media","250
001","208","2.930","9.6","19.2","41.3","17.8","8.7","1.4","1.9",".",".",".",".",".",".",".",".","."
"Communication & Human Behav","260
001","131","2.885","19.8","18.3","26.7","10.7","15.3","7.6","1.5",".",".",".",".",".",".",".",".","."
"Thry&Pract-Group Discussion","266
001","350","3.534","41.1","38.3","13.7","3.4","1.4","0.3","1.1","0.3","0.3",".",".",".",".",".",".","."
"Introduction to Film","350
001","180","2.831","4.4","20.0","41.1","17.8","10.6","1.7","2.8","1.7",".",".",".",".",".",".",".","."
"Introduction to Television","351
001","191","3.108","9.9","27.7","42.4","13.6","5.2","0.5",".","0.5",".",".",".",".",".",".",".","."
"Hist of the Motion Picture","352
001","97","2.932","12.4","11.3","47.4","14.4","10.3","2.1","1.0","1.0",".",".",".",".",".",".",".","."
"Intro to Video & Film Prod","001
355","125","3.020","7.2","22.4","47.2","16.8","5.6",".","0.8",".",".",".",".",".",".",".",".","."
"Film&Broadcast Documentary","358
001","31","2.833","12.9","16.1","19.4","22.6","25.8",".",".",".",".",".",".",".",".",".",".","3.2"
"Speech Composition","363
001","14","3.321","21.4","42.9","21.4","7.1","7.1",".",".",".",".",".",".",".",".",".",".","."
"Thry&Practice of Persuasion","368
001","95","2.882","14.7","30.5","17.9","13.7","9.5","9.5","2.1","2.1",".",".",".",".",".",".",".","."
"Communictn&Conflict Resltn","371
001","95","2.851","12.6","11.6","34.7","17.9","21.1",".","1.1","1.1",".",".",".",".",".",".",".","."
"March 29, 2013","","","","","","","","","","","","","","","","","","Page 175 of 373",""
