"","011
990","6","4.000","33.3",".",".",".",".",".",".","66.7",".","",".",".","",".","",".","",".",".","."
"","990
015","2","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Research and Thesis","Course Total","15","4.000","60.0",".",".",".",".",".",".","40.0","",".",".","",".","",".","",".",".",".","."
"Independent Work","999
003","1","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"COMP LIT
260","Dept. Total","447","3.412","34.7","31.3","20.4","5.4","4.0","0.9","0.7","2.0","",".",".","",".","",".","",".","0.2","0.2","0.2"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"260
COMP LIT","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","137","3.391","28.5","37.2","23.4","5.8","4.4","0.7",".",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","125","3.257","23.2","37.6","25.6","4.0","4.8","1.6","2.4",".","",".",".","",".","",".","",".","0.8",".","."
"Junior","","59","3.361","37.3","27.1","16.9","11.9","5.1","1.7",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","56","3.425","35.7","26.8","23.2","7.1","5.4",".",".","1.8","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","377","3.348","29.2","34.2","23.1","6.4","4.8","1.1","0.8","0.3","",".",".","",".","",".","",".","0.3",".","."
"Special","","8","3.600","25.0","25.0","12.5",".",".",".",".","25.0","",".",".","",".","",".","",".",".","12.5","."
"Graduate","","62","3.858","69.4","14.5","4.8",".",".",".",".","9.7","",".",".","",".","",".","",".",".",".","1.6"
"","Dept. Total","447","3.412","34.7","31.3","20.4","5.4","4.0","0.9","0.7","2.0","",".",".","",".","",".","",".","0.2","0.2","0.2"
