"","999
067","3","***","","","","","","","","","",".",".","",".","",".","",".",".","."
"","999
069","1","***","","","","","","","","","",".",".","",".","",".","",".",".","."
"","999
071","1","***","","","","","","","","","",".",".","",".","",".","",".",".","."
"","999
076","3","***","","","","","","","","","",".",".","",".","",".","",".",".","."
"Independent Study","Course Total","46","3.910","89.1","8.7","2.2",".",".",".",".",".",".",".","",".","",".","",".",".",".","."
"ART
168","Dept. Total","1917","3.615","58.8","21.4","13.0","2.9","1.5","0.6","0.9","0.3","0.1",".","",".","",".","",".","0.3",".","0.2"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"168
ART","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","218","3.300","39.9","24.3","18.8","7.3","4.1","2.3","3.2",".",".",".","",".","",".","",".",".",".","."
"Sophomore","","318","3.468","45.3","25.8","18.2","5.7","1.9","0.6","1.9",".",".",".","",".","",".","",".","0.3",".","0.3"
"Junior","","410","3.617","53.7","26.1","14.6","2.4","2.0","0.2","0.5",".",".",".","",".","",".","",".","0.5",".","."
"Senior","","539","3.621","53.4","25.8","15.4","1.7","1.1","0.6","0.6","0.7","0.2",".","",".","",".","",".","0.4",".","0.2"
"Undergraduates","","1485","3.539","49.8","25.7","16.3","3.6","2.0","0.7","1.2","0.3","0.1",".","",".","",".","",".","0.3",".","0.1"
"Special","","53","3.740","66.0","24.5","3.8","3.8",".",".",".","1.9",".",".","",".","",".","",".",".",".","."
"Graduate","","378","3.953","93.4","4.5","1.6","0.3",".",".",".",".",".",".","",".","",".","",".",".",".","0.3"
"Prof Yr 2","","1","4.000","100.0",".",".",".",".",".",".",".",".",".","",".","",".","",".",".",".","."
"Professionals","","1","4.000","100.0",".",".",".",".",".",".",".",".",".","",".","",".","",".",".",".","."
"","Dept. Total","1917","3.615","58.8","21.4","13.0","2.9","1.5","0.6","0.9","0.3","0.1",".","",".","",".","",".","0.3",".","0.2"
