"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","",""
"AMN","","","","","","","","","","","","","","","","","","","","","","",""
"AMN","College Total","418","3.837","83.7","10.5","3.6","1.0","0.2","0.2","0.2","",".","",".",".",".","",".","",".","0.5",".","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","","U","","CR","N","P","","I","","NW","NR","Other"
"AMN","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","129","3.780","81.4","10.9","4.7","0.8",".","0.8","0.8","",".","",".",".",".","",".","",".","0.8",".","."
"Sophomore","","125","3.869","87.2","6.4","4.8","1.6",".",".",".","",".","",".",".",".","",".","",".",".",".","."
"Junior","","100","3.839","84.0","11.0","2.0","1.0","1.0",".",".","",".","",".",".",".","",".","",".","1.0",".","."
"Senior","","67","3.855","80.6","16.4","3.0",".",".",".",".","",".","",".",".",".","",".","",".",".",".","."
"Undergraduates","","421","3.837","83.6","10.5","3.8","1.0","0.2","0.2","0.2","",".","",".",".",".","",".","",".","0.5",".","."
"Special","","1","4.000","100.0",".",".",".",".",".",".","",".","",".",".",".","",".","",".",".",".","."
"","College Total","422","3.837","83.6","10.4","3.8","0.9","0.2","0.2","0.2","",".","",".",".",".","",".","",".","0.5",".","."
