"Dissertator Research&Thesis","Course Total","48","4.000","89.6",".",".",".",".",".",".","6.3",".",".","",".","4.2","",".",".",".","."
"","999
007","1","***","","","","","","","","","",".",".","",".",".","",".",".","."
"","999
024","1","***","","","","","","","","","",".",".","",".",".","",".",".","."
"Advanced Independent Study","Course Total","2","***","","","","","","","","","","","","","","","","","",""
"M E
612","Dept. Total","2145","3.212","34.5","17.9","19.0","10.3","9.7","2.1","1.3","4.1","0.1",".","",".","0.6","",".","0.1","0.1","0.2"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"612
M E","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","42","3.202","21.4","38.1","16.7","11.9","7.1",".","2.4",".",".",".","",".",".","",".","2.4",".","."
"Sophomore","","192","3.114","33.3","24.5","16.7","10.4","8.3","4.7","2.1",".",".",".","",".",".","",".",".",".","."
"Junior","","448","2.820","19.6","17.2","23.9","16.1","17.6","2.2","3.3",".",".",".","",".",".","",".",".",".","."
"Senior","","907","3.071","25.8","20.4","25.0","12.8","11.8","2.9","0.7","0.4",".",".","",".",".","",".",".","0.1","0.1"
"Undergraduates","","1589","3.009","24.9","20.5","23.5","13.4","12.9","2.8","1.6","0.3",".",".","",".",".","",".","0.1","0.1","0.1"
"Special","","31","3.174","29.0","19.4","22.6","12.9","6.5",".","3.2","3.2",".",".","",".",".","",".",".",".","3.2"
"Graduate","","525","3.867","63.8","10.3","5.3","0.8",".",".",".","16.0","0.6",".","",".","2.3","",".","0.2","0.4","0.4"
"","Dept. Total","2145","3.212","34.5","17.9","19.0","10.3","9.7","2.1","1.3","4.1","0.1",".","",".","0.6","",".","0.1","0.1","0.2"
