"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","",""
"CAVE","","","","","","","","","","","","","","","","","","","","",""
"CAVE","College Total","345","3.745","57.7","23.8","5.5","0.9","0.9","0.3","1.7","2.3","",".",".",".","6.1","",".","0.9",".","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","","NW","NR","Other"
"CAVE","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"Sophomore","","1","4.000","100.0",".",".",".",".",".",".",".","",".",".",".",".","",".",".",".","."
"Junior","","31","3.514","54.8","29.0","9.7",".",".",".","6.5",".","",".",".",".",".","",".",".",".","."
"Senior","","84","3.700","54.8","26.2","8.3","3.6","3.6",".","2.4",".","",".",".",".",".","",".","1.2",".","."
"Undergraduates","","116","3.672","55.2","26.7","8.6","2.6","2.6",".","3.4",".","",".",".",".",".","",".","0.9",".","."
"Special","","38","3.667","65.8","18.4","7.9",".",".",".","5.3",".","",".",".",".",".","",".","2.6",".","."
"Graduate","","191","3.794","57.6","23.0","3.1",".",".","0.5",".","4.2","",".",".",".","11.0","",".","0.5",".","."
"","College Total","345","3.745","57.7","23.8","5.5","0.9","0.9","0.3","1.7","2.3","",".",".",".","6.1","",".","0.9",".","."
