"Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"100","001","","16","3.438","37.5","25.0","25.0","12.5",".",".",".",".",".",".",".",".",".",".",".","."
"100","002","","16","3.031","12.5","37.5","12.5","18.8","18.8",".",".",".",".",".",".",".",".",".",".","."
"100","003","","14","3.143","14.3","35.7","21.4","21.4","7.1",".",".",".",".",".",".",".",".",".",".","."
"100","004","","15","3.321","20.0","33.3","26.7","13.3",".",".",".",".",".",".",".",".",".","6.7",".","."
"100","005","","16","3.063","6.3","37.5","37.5",".","18.8",".",".",".",".",".",".",".",".",".",".","."
"100","006","","14","2.462",".","7.1","28.6","21.4","28.6","7.1",".",".",".",".",".",".",".","7.1",".","."
"100","007","","13","3.462","30.8","30.8","38.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","008","","16","2.813","6.3","18.8","25.0","31.3","18.8",".",".",".",".",".",".",".",".",".",".","."
"100","009","","14","3.429","14.3","57.1","28.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","010","","16","3.367","25.0","18.8","50.0",".",".",".",".",".",".",".",".",".",".","6.3",".","."
"100","011","","16","3.375","25.0","37.5","31.3",".","6.3",".",".",".",".",".",".",".",".",".",".","."
"100","012","","16","3.344","25.0","43.8","18.8",".","12.5",".",".",".",".",".",".",".",".",".",".","."
"100","013","","16","3.156","6.3","31.3","50.0","12.5",".",".",".",".",".",".",".",".",".",".",".","."
"100","014","","16","3.000",".","31.3","37.5","18.8","6.3",".",".",".",".",".",".",".",".","6.3",".","."
"100","015","","16","3.219","18.8","37.5","25.0","6.3","12.5",".",".",".",".",".",".",".",".",".",".","."
"100","016","","16","3.063","18.8","31.3","18.8","18.8","6.3","6.3",".",".",".",".",".",".",".",".",".","."
"100","017","","15","3.467","26.7","40.0","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","018","","15","3.267","26.7","20.0","40.0","6.7","6.7",".",".",".",".",".",".",".",".",".",".","."
"100","019","","16","3.094","12.5","18.8","50.0","12.5","6.3",".",".",".",".",".",".",".",".",".",".","."
"100","020","","13","2.885",".",".","84.6","7.7","7.7",".",".",".",".",".",".",".",".",".",".","."
"100","021","","16","2.969","6.3","56.3","18.8",".","6.3","6.3","6.3",".",".",".",".",".",".",".",".","."
"100","022","","16","3.406","31.3","43.8","6.3","12.5","6.3",".",".",".",".",".",".",".",".",".",".","."
"100","023","","15","3.267","20.0","20.0","53.3","6.7",".",".",".",".",".",".",".",".",".",".",".","."
"100","024","","15","3.067","6.7","46.7","26.7","6.7","6.7","6.7",".",".",".",".",".",".",".",".",".","."
"100","025","","15","3.000","13.3","33.3","33.3","6.7",".","13.3",".",".",".",".",".",".",".",".",".","."
"100","026","","16","2.875","6.3","12.5","37.5","37.5","6.3",".",".",".",".",".",".",".",".",".",".","."
"100","027","","15","3.233","13.3","40.0","33.3","6.7","6.7",".",".",".",".",".",".",".",".",".",".","."
"100","028","","17","3.118","5.9","23.5","64.7",".","5.9",".",".",".",".",".",".",".",".",".",".","."
"100","029","","15","3.133","6.7","46.7","20.0","20.0","6.7",".",".",".",".",".",".",".",".",".",".","."
"100","030","","12","3.042","16.7","8.3","50.0","16.7","8.3",".",".",".",".",".",".",".",".",".",".","."
"100","031","","16","3.500","31.3","43.8","18.8","6.3",".",".",".",".",".",".",".",".",".",".",".","."
"100","032","","16","3.438","56.3","18.8","12.5","6.3",".",".","6.3",".",".",".",".",".",".",".",".","."
"100","033","","13","3.308","15.4","46.2","30.8",".","7.7",".",".",".",".",".",".",".",".",".",".","."
"100","034","","15","3.300","6.7","53.3","33.3","6.7",".",".",".",".",".",".",".",".",".",".",".","."
"100","035","","15","3.200","6.7","60.0","13.3","6.7","13.3",".",".",".",".",".",".",".",".",".",".","."
"100","036","","14","3.214","14.3","42.9","28.6",".","14.3",".",".",".",".",".",".",".",".",".",".","."
"100","037","","16","3.313","18.8","43.8","25.0","6.3","6.3",".",".",".",".",".",".",".",".",".",".","."
"100","038","","15","3.367","20.0","33.3","46.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","039","","16","3.233","25.0","25.0","18.8","18.8","6.3",".",".",".",".",".",".",".",".","6.3",".","."
"100","040","","16","3.531","37.5","31.3","31.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","041","","15","3.333","20.0","33.3","40.0","6.7",".",".",".",".",".",".",".",".",".",".",".","."
"100","042","","15","3.033",".","26.7","53.3","20.0",".",".",".",".",".",".",".",".",".",".",".","."
"100","043","","16","3.469","31.3","37.5","25.0","6.3",".",".",".",".",".",".",".",".",".",".",".","."
"100","044","","16","3.031","6.3","25.0","37.5","31.3",".",".",".",".",".",".",".",".",".",".",".","."
"100","045","","16","3.563","43.8","25.0","31.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","047","","15","3.700","66.7","6.7","26.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","","","","","","","","","","","","","","","","","","","Page 174 of 373",""
