"","999
071","1","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","999
111","1","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","999
201","4","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Adv Ind Work-Applied Music","Course Total","15","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"MUS PERF
664","Dept. Total","535","3.782","65.0","24.1","9.0","0.6","0.4","0.2","0.2","0.2","",".",".","",".","",".","",".","0.2",".","0.2"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"664
MUS PERF","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","82","3.594","51.2","22.0","20.7","2.4","2.4",".",".",".","",".",".","",".","",".","",".","1.2",".","."
"Sophomore","","89","3.738","52.8","37.1","10.1",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","86","3.788","62.8","29.1","7.0",".",".",".",".","1.2","",".",".","",".","",".","",".",".",".","."
"Senior","","148","3.806","71.6","19.6","6.8","0.7",".","0.7","0.7",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","405","3.749","61.5","25.9","10.4","0.7","0.5","0.2","0.2","0.2","",".",".","",".","",".","",".","0.2",".","."
"Special","","26","3.700","53.8","26.9","19.2",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","103","3.896","82.5","16.5","1.0",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 1","","1","",".",".",".",".",".",".",".",".","",".",".","",".","",".","",".",".",".","100.0"
"Professionals","","1","",".",".",".",".",".",".",".",".","",".",".","",".","",".","",".",".",".","100.0"
"","Dept. Total","535","3.782","65.0","24.1","9.0","0.6","0.4","0.2","0.2","0.2","",".",".","",".","",".","",".","0.2",".","0.2"
