"","990
017","1","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"","990
018","4","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"","990
020","5","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"Research and Thesis","Course Total","29","4.000","86.2",".",".",".",".",".",".","3.4","",".",".","",".","10.3","",".",".",".","."
"WL ECOL
960","Dept. Total","499","3.094","31.5","11.2","25.7","10.4","16.0","1.4","1.8","0.4","",".",".","",".","0.6","",".","0.6","0.2","0.2"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"960
WL ECOL","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","47","2.536","40.4","8.5","19.1","4.3","19.1","2.1","4.3",".","",".",".","",".",".","",".",".",".","2.1"
"Sophomore","","64","2.662","29.7","7.8","28.1","9.4","17.2","3.1","4.7",".","",".",".","",".",".","",".",".",".","."
"Junior","","121","2.887","17.4","13.2","34.7","12.4","19.8","0.8","1.7",".","",".",".","",".",".","",".",".",".","."
"Senior","","214","3.007","27.1","12.6","26.2","13.6","16.8","1.4","0.9","0.5","",".",".","",".",".","",".","0.5","0.5","."
"Undergraduates","","446","2.911","26.2","11.7","28.0","11.7","17.9","1.6","2.0","0.2","",".",".","",".",".","",".","0.2","0.2","0.2"
"Special","","10","3.519","50.0","10.0","40.0",".",".",".",".",".","",".",".","",".",".","",".",".",".","."
"Graduate","","74","3.933","82.4","4.1","5.4",".",".",".",".","1.4","",".",".","",".","4.1","",".","2.7",".","."
"","Dept. Total","530","3.094","34.5","10.6","25.1","9.8","15.1","1.3","1.7","0.4","",".",".","",".","0.6","",".","0.6","0.2","0.2"
