"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"396
F&W ECOL","","","","","","","","","","","","","","","","","","","","","","",""
"","990
023","1","***","","","","","","","","","","","",".",".","",".",".","",".",".","."
"","990
024","3","***","","","","","","","","","","","",".",".","",".",".","",".",".","."
"","990
046","1","***","","","","","","","","","","","",".",".","",".",".","",".",".","."
"Research and Thesis","Course Total","42","3.919","66.7","11.9","2.4",".",".",".","",".","14.3","",".",".","",".","2.4","",".",".",".","2.4"
"F&W ECOL
396","Dept. Total","252","3.548","46.0","20.2","20.2","4.4","4.0","0.4","",".","3.2","",".",".","",".","0.4","",".",".","0.8","0.4"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"396
F&W ECOL","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","9","2.933","22.2",".","33.3","22.2","22.2",".","",".",".","",".",".","",".",".","",".",".",".","."
"Junior","","47","3.410","38.3","21.3","25.5","4.3","8.5","2.1","",".",".","",".",".","",".",".","",".",".",".","."
"Senior","","63","3.429","34.9","28.6","25.4","4.8","6.3",".","",".",".","",".",".","",".",".","",".",".",".","."
"Undergraduates","","119","3.377","35.3","23.5","26.1","5.9","8.4","0.8","",".",".","",".",".","",".",".","",".",".",".","."
"Special","","4","3.417","25.0","25.0","25.0",".",".",".","",".","25.0","",".",".","",".",".","",".",".",".","."
"Graduate","","129","3.708","56.6","17.1","14.7","3.1",".",".","",".","5.4","",".",".","",".","0.8","",".",".","1.6","0.8"
"","Dept. Total","252","3.548","46.0","20.2","20.2","4.4","4.0","0.4","",".","3.2","",".",".","",".","0.4","",".",".","0.8","0.4"
