"","999
032","1","***","","","","","","","","","","","",".",".","",".",".","",".",".","."
"","999
038","2","***","","","","","","","","","","","",".",".","",".",".","",".",".","."
"","999
039","1","***","","","","","","","","","","","",".",".","",".",".","",".",".","."
"Independent Reading","Course Total","14","4.000","64.3",".",".",".",".","",".",".","7.1","",".",".","",".","21.4","",".",".",".","7.1"
"ELPA
305","Dept. Total","501","3.897","79.4","9.8","3.6","0.2","0.2","",".","0.2","2.2","",".",".","",".","2.8","",".","0.8",".","0.8"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"305
ELPA","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","1","3.000",".",".","100.0",".",".","",".",".",".","",".",".","",".",".","",".",".",".","."
"Junior","","1","3.000",".",".","100.0",".",".","",".",".",".","",".",".","",".",".","",".",".",".","."
"Senior","","22","3.864","81.8","9.1","9.1",".",".","",".",".",".","",".",".","",".",".","",".",".",".","."
"Undergraduates","","24","3.792","75.0","8.3","16.7",".",".","",".",".",".","",".",".","",".",".","",".",".",".","."
"Special","","55","3.872","83.6","10.9","3.6",".","1.8","",".",".",".","",".",".","",".",".","",".",".",".","."
"Graduate","","421","3.903","79.1","9.7","2.9","0.2",".","",".","0.2","2.6","",".",".","",".","3.3","",".","1.0",".","1.0"
"Prof Yr 2","","1","4.000","100.0",".",".",".",".","",".",".",".","",".",".","",".",".","",".",".",".","."
"Professionals","","1","4.000","100.0",".",".",".",".","",".",".",".","",".",".","",".",".","",".",".",".","."
"","Dept. Total","501","3.897","79.4","9.8","3.6","0.2","0.2","",".","0.2","2.2","",".",".","",".","2.8","",".","0.8",".","0.8"
