"CHEMISTRY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"224
CHEM","","","","","","","","","","","","","","","","","","",""
"","103
001","345","2.867","22.9","10.1","31.9","8.4","18.8","5.2","2.6",".",".",".",".",".",".",".",".","."
"","103
002","334","2.876","15.6","11.7","37.7","15.0","15.6","2.7","1.8",".",".",".",".",".",".",".",".","."
"","003
103","248","2.829","20.2","5.6","35.5","8.5","25.4","4.0","0.8",".",".",".",".",".",".",".",".","."
"","103
004","350","2.987","22.6","8.9","42.9","3.4","18.9","2.6","0.9",".",".",".",".",".",".",".",".","."
"","103
005","313","3.090","37.7","9.3","19.5","6.7","23.0","2.6","0.6",".",".",".",".",".",".","0.3",".","0.3"
"","103
006","255","3.065","32.5","9.0","30.2","8.6","14.9","2.7","2.0",".",".",".",".",".",".",".",".","."
"","103
007","268","2.869","20.5","11.9","26.9","9.7","28.4","1.5","1.1",".",".",".",".",".",".",".",".","."
"General Chemistry","Course Total","2113","2.941","24.4","9.6","32.4","8.6","20.4","3.1","1.4",".",".",".",".",".",".","0.0",".","0.0"
"General Chemistry","104
001","245","2.936","24.5","15.1","28.2","6.5","18.0","4.9","2.4",".",".",".",".",".",".","0.4",".","."
"General Chemistry","108
001","150","3.111","29.3","16.7","30.0","4.0","14.7","4.0","0.7",".",".",".",".",".",".","0.7",".","."
"","109
001","215","3.372","40.5","11.6","38.1","3.3","6.0",".","0.5",".",".",".",".",".",".",".",".","."
"","002
109","149","3.080","34.2","10.7","34.2","2.0","10.1","5.4","3.4",".",".",".",".",".",".",".",".","."
"Gen & Analytical Chem I","Course Total","364","3.253","37.9","11.3","36.5","2.7","7.7","2.2","1.6",".",".",".",".",".",".",".",".","."
"Chemical Principles I","001
115","34","3.544","52.9","5.9","38.2","2.9",".",".",".",".",".",".",".",".",".",".",".","."
"Analytical Chemistry","221
001","85","3.131","25.9","22.4","22.4","15.3","9.4","3.5",".","1.2",".",".",".",".",".",".",".","."
"Analytical Chemistry","223
001","86","2.895","23.3","19.8","17.4","22.1","8.1","3.5","5.8",".",".",".",".",".",".",".",".","."
"","299
009","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
011","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
012","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
028","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
030","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
035","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
039","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
042","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","9","3.962","88.9","11.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro Organic Chemistry","341
001","193","2.537","8.8","7.8","28.5","12.4","33.2","5.7","2.6",".",".",".",".",".",".","1.0",".","."
"","342
001","20","3.525","45.0","15.0","40.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","342
002","19","3.500","42.1","21.1","31.6","5.3",".",".",".",".",".",".",".",".",".",".",".","."
"","003
342","18","3.500","33.3","33.3","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","004
342","17","3.324","35.3","17.6","35.3",".","11.8",".",".",".",".",".",".",".",".",".",".","."
"","342
005","15","3.600","46.7","26.7","26.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","342
006","17","3.353","29.4","17.6","47.1","5.9",".",".",".",".",".",".",".",".",".",".",".","."
"","342
007","11","3.227","54.5",".","27.3","9.1",".",".","9.1",".",".",".",".",".",".",".",".","."
"","342
008","9","3.556","44.4","22.2","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Organic Chemistry Lab","Course Total","126","3.452","40.5","19.8","34.9","2.4","1.6",".","0.8",".",".",".",".",".",".",".",".","."
"","001
343","209","2.732","23.9","5.7","25.8","6.7","29.2","4.8","3.8",".",".",".",".",".",".",".",".","."
"","002
343","220","2.691","15.9","7.7","35.0","7.7","23.2","7.7","2.7",".",".",".",".",".",".",".",".","."
"","343
003","174","2.560","16.1","11.5","19.0","12.1","26.4","11.5","3.4",".",".",".",".",".",".",".",".","."
"","343
004","47","3.479","44.7","23.4","27.7",".","2.1",".","2.1",".",".",".",".",".",".",".",".","."
"","005
343","191","2.660","16.8","5.8","32.5","1.6","35.6","6.3","1.6",".",".",".",".",".",".",".",".","."
"Intro Organic Chemistry","Course Total","841","2.711","19.7","8.4","28.4","6.5","27.0","7.0","2.9",".",".",".",".",".",".",".",".","."
"","344
001","16","3.281","25.0","18.8","43.8","12.5",".",".",".",".",".",".",".",".",".",".",".","."
"","344
002","15","3.367","26.7","33.3","26.7","13.3",".",".",".",".",".",".",".",".",".",".",".","."
"","344
003","16","3.375","25.0","25.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".","."
