"","990
017","1","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","990
020","3","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","990
022","3","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Research","Course Total","12","3.970","91.7","8.3",".",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"PHYSIOL
762","Dept. Total","560","2.791","25.0","6.1","26.3","6.3","28.8","5.9","1.4","0.4","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"762
PHYSIOL","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","76","2.876","19.7","6.6","39.5","7.9","23.7","1.3","1.3",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","186","2.696","21.0","7.5","24.2","4.3","34.9","6.5","1.6",".","",".",".","",".","",".","",".",".",".","."
"Junior","","170","2.629","20.0","4.1","25.9","8.8","29.4","10.0","1.8",".","",".",".","",".","",".","",".",".",".","."
"Senior","","84","2.943","29.8","7.1","25.0","6.0","27.4","2.4","1.2","1.2","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","516","2.740","21.9","6.2","27.1","6.6","30.2","6.2","1.6","0.2","",".",".","",".","",".","",".",".",".","."
"Special","","23","3.227","52.2",".","17.4",".","21.7","4.3",".","4.3","",".",".","",".","",".","",".",".",".","."
"Graduate","","20","3.788","70.0","10.0","15.0","5.0",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","1","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","1","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","560","2.791","25.0","6.1","26.3","6.3","28.8","5.9","1.4","0.4","",".",".","",".","",".","",".",".",".","."
