"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","",""
"BUS","","","","","","","","","","","","","","","","","","","",""
"BUS","College Total","8817","3.268","31.2","23.1","26.8","7.5","8.1","1.3","0.5","0.8","0.0","0.3","0.0","0.1","",".","0.1","0.0","0.1"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","","NW","NR","Other"
"BUS","","Grades","GPA","","","","","","","","","","","","","","","","",""
"Freshmen","","18","1.600",".",".","5.6",".","11.1","5.6","5.6",".",".","66.7","5.6",".","",".",".",".","."
"Sophomore","","466","2.837","19.3","8.8","33.7","7.1","23.2","3.9","1.7",".",".","2.1",".",".","",".","0.2",".","."
"Junior","","2345","3.184","27.7","21.4","28.4","10.2","9.2","1.9","0.7",".",".","0.3",".",".","",".","0.1","0.0","0.2"
"Senior","","3855","3.191","26.8","21.9","29.7","9.2","9.6","1.4","0.6","0.5",".",".",".",".","",".","0.1","0.0","0.1"
"Undergraduates","","6684","3.163","26.5","20.8","29.5","9.4","10.4","1.7","0.7","0.3",".","0.4","0.0",".","",".","0.1","0.0","0.1"
"Special","","176","3.454","31.8","35.2","18.8","5.7","3.4",".",".","4.5",".",".",".",".","",".",".","0.6","."
"Graduate","","1913","3.625","47.4","29.7","18.3","1.3","0.4",".",".","2.2","0.1",".",".","0.3","",".",".","0.1","0.2"
"Prof Yr 1","","1","",".",".",".",".",".",".",".","100.0",".",".",".",".","",".",".",".","."
"Prof Yr 2","","19","3.500","36.8","31.6","26.3","5.3",".",".",".",".",".",".",".",".","",".",".",".","."
"Prof Yr 3","","24","3.625","41.7","41.7","16.7",".",".",".",".",".",".",".",".",".","",".",".",".","."
"Professionals","","44","3.570","38.6","36.4","20.5","2.3",".",".",".","2.3",".",".",".",".","",".",".",".","."
"","College Total","8817","3.268","31.2","23.1","26.8","7.5","8.1","1.3","0.5","0.8","0.0","0.3","0.0","0.1","",".","0.1","0.0","0.1"
